"","SeasonFrom","SeasonTo","Matchday","Day","Date","Time","Home","Guest","Score90","Score45","Score90Home","Score90Guest","Score45Home","Score45Guest","PointsHome","PointsGuest","GoalsTotal90","GoalsTotal45","HomeID","GuestID"
"2686",1972,1973,7,"Saturday",1972-10-14,15:30:00,"Hannover","Köln","0:0","0:0",0,0,0,0,1,1,0,0,18,11
"2687",1972,1973,8,"Saturday",1972-10-21,15:30:00,"Bayern","Gladbach","3:0","1:0",3,0,1,0,2,0,3,1,21,20
"2688",1972,1973,8,"Saturday",1972-10-21,15:30:00,"Offenbach","Stuttgart","1:3","1:3",1,3,1,3,0,2,4,4,26,14
"2689",1972,1973,8,"Saturday",1972-10-21,15:30:00,"Oberhausen","Frankfurt","1:0","0:0",1,0,0,0,2,0,1,0,27,5
"2690",1972,1973,8,"Saturday",1972-10-21,15:30:00,"Bochum","Duisburg","2:1","1:0",2,1,1,0,2,0,3,1,29,22
"2691",1972,1973,8,"Saturday",1972-10-21,15:30:00,"Bremen","Schalke","2:0","1:0",2,0,1,0,2,0,2,1,8,6
"2692",1972,1973,8,"Saturday",1972-10-21,15:30:00,"Düsseldorf","HSV","2:2","2:2",2,2,2,2,1,1,4,4,23,10
"2693",1972,1973,8,"Saturday",1972-10-21,15:30:00,"Braunschweig","Wuppertaler SV","0:1","0:0",0,1,0,0,0,2,1,0,9,30
"2694",1972,1973,8,"Saturday",1972-10-21,15:30:00,"K'lautern","Hannover","2:1","1:1",2,1,1,1,2,0,3,2,13,18
"2695",1972,1973,8,"Saturday",1972-10-21,15:30:00,"Köln","Hertha","4:0","1:0",4,0,1,0,2,0,4,1,11,7
"2696",1972,1973,9,"Friday",1972-10-27,20:00:00,"Duisburg","Offenbach","4:0","2:0",4,0,2,0,2,0,4,2,22,26
"2697",1972,1973,9,"Saturday",1972-10-28,15:00:00,"Gladbach","Oberhausen","4:1","3:0",4,1,3,0,2,0,5,3,20,27
"2698",1972,1973,9,"Saturday",1972-10-28,15:30:00,"Stuttgart","Bayern","0:1","0:1",0,1,0,1,0,2,1,1,14,21
"2699",1972,1973,9,"Saturday",1972-10-28,15:30:00,"Frankfurt","Bremen","2:2","1:1",2,2,1,1,1,1,4,2,5,8
"2700",1972,1973,9,"Saturday",1972-10-28,15:30:00,"HSV","Bochum","2:1","1:0",2,1,1,0,2,0,3,1,10,29
"2701",1972,1973,9,"Saturday",1972-10-28,15:30:00,"Schalke","Braunschweig","0:1","0:1",0,1,0,1,0,2,1,1,6,9
"2702",1972,1973,9,"Saturday",1972-10-28,15:30:00,"Hannover","Düsseldorf","2:2","0:1",2,2,0,1,1,1,4,1,18,23
"2703",1972,1973,9,"Saturday",1972-10-28,15:30:00,"Wuppertaler SV","Hertha","4:1","3:0",4,1,3,0,2,0,5,3,30,7
"2704",1972,1973,9,"Saturday",1972-10-28,15:30:00,"K'lautern","Köln","2:1","0:0",2,1,0,0,2,0,3,0,13,11
"2705",1972,1973,10,"Tuesday",1972-10-31,20:00:00,"Bayern","Duisburg","2:0","1:0",2,0,1,0,2,0,2,1,21,22
"2706",1972,1973,10,"Tuesday",1972-10-31,20:00:00,"Oberhausen","Stuttgart","2:2","0:1",2,2,0,1,1,1,4,1,27,14
"2707",1972,1973,10,"Tuesday",1972-10-31,20:00:00,"Offenbach","HSV","2:1","1:0",2,1,1,0,2,0,3,1,26,10
"2708",1972,1973,10,"Tuesday",1972-10-31,20:00:00,"Bochum","Hannover","2:0","0:0",2,0,0,0,2,0,2,0,29,18
"2709",1972,1973,10,"Tuesday",1972-10-31,20:00:00,"Düsseldorf","K'lautern","2:1","2:0",2,1,2,0,2,0,3,2,23,13
"2710",1972,1973,10,"Tuesday",1972-10-31,20:00:00,"Köln","Wuppertaler SV","1:1","0:0",1,1,0,0,1,1,2,0,11,30
"2711",1972,1973,10,"Tuesday",1972-10-31,20:00:00,"Braunschweig","Frankfurt","3:0","3:0",3,0,3,0,2,0,3,3,9,5
"2712",1972,1973,10,"Wednesday",1972-11-01,20:00:00,"Hertha","Schalke","3:0","2:0",3,0,2,0,2,0,3,2,7,6
"2713",1972,1973,10,"Tuesday",1972-11-28,19:30:00,"Braunschweig","Frankfurt","2:1","1:0",2,1,1,0,2,0,3,1,9,5
"2714",1972,1973,10,"Wednesday",1972-12-06,20:00:00,"Bremen","Gladbach","1:1","1:1",1,1,1,1,1,1,2,2,8,20
"2715",1972,1973,11,"Saturday",1972-11-04,14:30:00,"Gladbach","Braunschweig","4:0","2:0",4,0,2,0,2,0,4,2,20,9
"2716",1972,1973,11,"Saturday",1972-11-04,15:30:00,"HSV","Bayern","0:2","0:0",0,2,0,0,0,2,2,0,10,21
"2717",1972,1973,11,"Saturday",1972-11-04,15:30:00,"Stuttgart","Bremen","2:1","0:1",2,1,0,1,2,0,3,1,14,8
"2718",1972,1973,11,"Saturday",1972-11-04,15:30:00,"Hannover","Offenbach","1:1","1:0",1,1,1,0,1,1,2,1,18,26
"2719",1972,1973,11,"Saturday",1972-11-04,15:30:00,"Frankfurt","Hertha","2:2","0:0",2,2,0,0,1,1,4,0,5,7
"2720",1972,1973,11,"Saturday",1972-11-04,15:30:00,"K'lautern","Bochum","2:2","1:0",2,2,1,0,1,1,4,1,13,29
"2721",1972,1973,11,"Saturday",1972-11-04,15:30:00,"Schalke","Wuppertaler SV","1:2","0:2",1,2,0,2,0,2,3,2,6,30
"2722",1972,1973,11,"Saturday",1972-11-04,15:30:00,"Düsseldorf","Köln","3:2","2:0",3,2,2,0,2,0,5,2,23,11
"2723",1972,1973,11,"Saturday",1972-11-04,15:30:00,"Duisburg","Oberhausen","4:1","0:0",4,1,0,0,2,0,5,0,22,27
"2724",1972,1973,12,"Saturday",1972-11-11,15:30:00,"Bayern","Hannover","7:2","2:2",7,2,2,2,2,0,9,4,21,18
"2725",1972,1973,12,"Saturday",1972-11-11,15:30:00,"Braunschweig","Stuttgart","1:0","1:0",1,0,1,0,2,0,1,1,9,14
"2726",1972,1973,12,"Saturday",1972-11-11,15:30:00,"Offenbach","K'lautern","2:2","1:1",2,2,1,1,1,1,4,2,26,13
"2727",1972,1973,12,"Saturday",1972-11-11,15:30:00,"Wuppertaler SV","Frankfurt","1:0","0:0",1,0,0,0,2,0,1,0,30,5
"2728",1972,1973,12,"Saturday",1972-11-11,15:30:00,"Bochum","Düsseldorf","2:2","1:1",2,2,1,1,1,1,4,2,29,23
"2729",1972,1973,12,"Saturday",1972-11-11,15:30:00,"Köln","Schalke","3:0","3:0",3,0,3,0,2,0,3,3,11,6
"2730",1972,1973,12,"Saturday",1972-11-11,15:30:00,"Hertha","Gladbach","3:1","2:1",3,1,2,1,2,0,4,3,7,20
"2731",1972,1973,12,"Saturday",1972-11-11,15:30:00,"Oberhausen","HSV","3:1","2:1",3,1,2,1,2,0,4,3,27,10
"2732",1972,1973,12,"Saturday",1972-11-11,15:30:00,"Bremen","Duisburg","0:2","0:1",0,2,0,1,0,2,2,1,8,22
"2733",1972,1973,13,"Friday",1972-11-17,20:00:00,"Bochum","Köln","2:4","0:1",2,4,0,1,0,2,6,1,29,11
"2734",1972,1973,13,"Saturday",1972-11-18,15:30:00,"K'lautern","Bayern","3:1","2:0",3,1,2,0,2,0,4,2,13,21
"2735",1972,1973,13,"Saturday",1972-11-18,15:30:00,"Stuttgart","Hertha","4:0","2:0",4,0,2,0,2,0,4,2,14,7
"2736",1972,1973,13,"Saturday",1972-11-18,15:30:00,"Düsseldorf","Offenbach","2:0","2:0",2,0,2,0,2,0,2,2,23,26
"2737",1972,1973,13,"Saturday",1972-11-18,15:30:00,"Frankfurt","Schalke","4:2","1:1",4,2,1,1,2,0,6,2,5,6
"2738",1972,1973,13,"Saturday",1972-11-18,15:30:00,"Gladbach","Wuppertaler SV","2:1","1:0",2,1,1,0,2,0,3,1,20,30
"2739",1972,1973,13,"Saturday",1972-11-18,15:30:00,"Hannover","Oberhausen","3:2","2:1",3,2,2,1,2,0,5,3,18,27
"2740",1972,1973,13,"Saturday",1972-11-18,15:30:00,"Duisburg","Braunschweig","3:2","2:2",3,2,2,2,2,0,5,4,22,9
"2741",1972,1973,13,"Saturday",1972-11-18,15:30:00,"HSV","Bremen","2:2","2:0",2,2,2,0,1,1,4,2,10,8
"2742",1972,1973,14,"Tuesday",1972-11-21,19:30:00,"Wuppertaler SV","Stuttgart","4:0","3:0",4,0,3,0,2,0,4,3,30,14
"2743",1972,1973,14,"Tuesday",1972-11-21,19:30:00,"Hertha","Duisburg","0:0","0:0",0,0,0,0,1,1,0,0,7,22
"2744",1972,1973,14,"Tuesday",1972-11-21,20:00:00,"Bayern","Düsseldorf","3:2","0:0",3,2,0,0,2,0,5,0,21,23
"2745",1972,1973,14,"Tuesday",1972-11-21,20:00:00,"Köln","Frankfurt","3:1","1:0",3,1,1,0,2,0,4,1,11,5
"2746",1972,1973,14,"Tuesday",1972-11-21,20:00:00,"Schalke","Gladbach","2:2","2:1",2,2,2,1,1,1,4,3,6,20
"2747",1972,1973,14,"Wednesday",1972-11-22,15:00:00,"Bremen","Hannover","3:1","2:0",3,1,2,0,2,0,4,2,8,18
"2748",1972,1973,14,"Wednesday",1972-11-22,15:00:00,"Braunschweig","HSV","1:1","0:1",1,1,0,1,1,1,2,1,9,10
"2749",1972,1973,14,"Wednesday",1972-11-22,15:30:00,"Offenbach","Bochum","4:0","1:0",4,0,1,0,2,0,4,1,26,29
"2750",1972,1973,14,"Saturday",1972-12-23,15:30:00,"Oberhausen","K'lautern","3:1","1:0",3,1,1,0,2,0,4,1,27,13
"2751",1972,1973,15,"Saturday",1972-11-25,15:30:00,"Bochum","Bayern","0:2","0:1",0,2,0,1,0,2,2,1,29,21
"2752",1972,1973,15,"Saturday",1972-11-25,15:30:00,"Stuttgart","Schalke","6:2","4:2",6,2,4,2,2,0,8,6,14,6
"2753",1972,1973,15,"Saturday",1972-11-25,15:30:00,"Köln","Offenbach","1:1","1:1",1,1,1,1,1,1,2,2,11,26
"2754",1972,1973,15,"Saturday",1972-11-25,15:30:00,"Frankfurt","Gladbach","3:0","1:0",3,0,1,0,2,0,3,1,5,20
"2755",1972,1973,15,"Saturday",1972-11-25,15:30:00,"Düsseldorf","Oberhausen","3:1","1:1",3,1,1,1,2,0,4,2,23,27
"2756",1972,1973,15,"Saturday",1972-11-25,15:30:00,"Duisburg","Wuppertaler SV","0:0","0:0",0,0,0,0,1,1,0,0,22,30
"2757",1972,1973,15,"Saturday",1972-11-25,15:30:00,"K'lautern","Bremen","3:1","1:0",3,1,1,0,2,0,4,1,13,8
"2758",1972,1973,15,"Saturday",1972-11-25,15:30:00,"HSV","Hertha","4:0","1:0",4,0,1,0,2,0,4,1,10,7
"2759",1972,1973,15,"Saturday",1972-11-25,15:30:00,"Hannover","Braunschweig","2:1","0:1",2,1,0,1,2,0,3,1,18,9
"2760",1972,1973,16,"Friday",1972-12-01,20:00:00,"Oberhausen","Bochum","1:1","0:1",1,1,0,1,1,1,2,1,27,29
"2761",1972,1973,16,"Saturday",1972-12-02,15:30:00,"Bayern","Offenbach","3:1","0:0",3,1,0,0,2,0,4,0,21,26
"2762",1972,1973,16,"Saturday",1972-12-02,15:30:00,"Frankfurt","Stuttgart","2:1","2:1",2,1,2,1,2,0,3,3,5,14
"2763",1972,1973,16,"Saturday",1972-12-02,15:30:00,"Schalke","Duisburg","1:1","1:0",1,1,1,0,1,1,2,1,6,22
"2764",1972,1973,16,"Saturday",1972-12-02,15:30:00,"Bremen","Düsseldorf","1:3","0:0",1,3,0,0,0,2,4,0,8,23
"2765",1972,1973,16,"Saturday",1972-12-02,15:30:00,"Wuppertaler SV","HSV","5:1","2:0",5,1,2,0,2,0,6,2,30,10
"2766",1972,1973,16,"Saturday",1972-12-02,15:30:00,"Braunschweig","K'lautern","0:0","0:0",0,0,0,0,1,1,0,0,9,13
"2767",1972,1973,16,"Saturday",1972-12-02,15:30:00,"Hertha","Hannover","2:1","2:0",2,1,2,0,2,0,3,2,7,18
"2768",1972,1973,16,"Saturday",1972-12-02,18:00:00,"Gladbach","Köln","5:2","3:0",5,2,3,0,2,0,7,3,20,11
"2769",1972,1973,17,"Friday",1972-12-15,20:00:00,"Bochum","Bremen","2:0","1:0",2,0,1,0,2,0,2,1,29,8
"2770",1972,1973,17,"Saturday",1972-12-16,15:30:00,"Köln","Bayern","2:1","1:1",2,1,1,1,2,0,3,2,11,21
"2771",1972,1973,17,"Saturday",1972-12-16,15:30:00,"Stuttgart","Gladbach","3:0","1:0",3,0,1,0,2,0,3,1,14,20
"2772",1972,1973,17,"Saturday",1972-12-16,15:30:00,"Offenbach","Oberhausen","4:0","1:0",4,0,1,0,2,0,4,1,26,27
"2773",1972,1973,17,"Saturday",1972-12-16,15:30:00,"Duisburg","Frankfurt","2:1","1:0",2,1,1,0,2,0,3,1,22,5
"2774",1972,1973,17,"Saturday",1972-12-16,15:30:00,"HSV","Schalke","0:1","0:1",0,1,0,1,0,2,1,1,10,6
"2775",1972,1973,17,"Saturday",1972-12-16,15:30:00,"Düsseldorf","Braunschweig","2:0","0:0",2,0,0,0,2,0,2,0,23,9
"2776",1972,1973,17,"Saturday",1972-12-16,15:30:00,"Hannover","Wuppertaler SV","1:1","1:1",1,1,1,1,1,1,2,2,18,30
"2777",1972,1973,17,"Saturday",1972-12-16,15:30:00,"K'lautern","Hertha","2:2","0:1",2,2,0,1,1,1,4,1,13,7
"2778",1972,1973,18,"Saturday",1973-01-20,15:30:00,"Bayern","Oberhausen","5:3","3:0",5,3,3,0,2,0,8,3,21,27
"2779",1972,1973,18,"Saturday",1973-01-20,15:30:00,"Duisburg","Gladbach","2:2","1:2",2,2,1,2,1,1,4,3,22,20
"2780",1972,1973,18,"Saturday",1973-01-20,15:30:00,"Offenbach","Bremen","2:1","1:0",2,1,1,0,2,0,3,1,26,8
"2781",1972,1973,18,"Saturday",1973-01-20,15:30:00,"HSV","Frankfurt","3:1","2:0",3,1,2,0,2,0,4,2,10,5
"2782",1972,1973,18,"Saturday",1973-01-20,15:30:00,"Bochum","Braunschweig","2:2","0:1",2,2,0,1,1,1,4,1,29,9
"2783",1972,1973,18,"Saturday",1973-01-20,15:30:00,"Hannover","Schalke","1:0","1:0",1,0,1,0,2,0,1,1,18,6
"2784",1972,1973,18,"Saturday",1973-01-20,15:30:00,"Düsseldorf","Hertha","3:1","2:0",3,1,2,0,2,0,4,2,23,7
"2785",1972,1973,18,"Saturday",1973-01-20,15:30:00,"K'lautern","Wuppertaler SV","1:1","1:1",1,1,1,1,1,1,2,2,13,30
"2786",1972,1973,18,"Saturday",1973-01-20,15:30:00,"Köln","Stuttgart","5:1","0:1",5,1,0,1,2,0,6,1,11,14
"2787",1972,1973,19,"Saturday",1973-01-27,15:30:00,"Bremen","Bayern","1:0","0:0",1,0,0,0,2,0,1,0,8,21
"2788",1972,1973,19,"Saturday",1973-01-27,15:30:00,"Stuttgart","Duisburg","3:4","1:2",3,4,1,2,0,2,7,3,14,22
"2789",1972,1973,19,"Saturday",1973-01-27,15:30:00,"Braunschweig","Offenbach","2:2","0:1",2,2,0,1,1,1,4,1,9,26
"2790",1972,1973,19,"Saturday",1973-01-27,15:30:00,"Schalke","K'lautern","2:2","2:0",2,2,2,0,1,1,4,2,6,13
"2791",1972,1973,19,"Saturday",1973-01-27,15:30:00,"Oberhausen","Köln","2:2","0:1",2,2,0,1,1,1,4,1,27,11
"2792",1972,1973,19,"Saturday",1973-01-27,15:30:00,"Gladbach","HSV","6:1","2:1",6,1,2,1,2,0,7,3,20,10
"2793",1972,1973,19,"Friday",1973-04-13,20:00:00,"Frankfurt","Hannover","2:0","0:0",2,0,0,0,2,0,2,0,5,18
"2794",1972,1973,19,"Saturday",1973-04-14,15:30:00,"Wuppertaler SV","Düsseldorf","1:1","1:1",1,1,1,1,1,1,2,2,30,23
"2795",1972,1973,19,"Saturday",1973-04-21,15:30:00,"Hertha","Bochum","2:0","1:0",2,0,1,0,2,0,2,1,7,29
"2796",1972,1973,20,"Friday",1973-02-02,20:00:00,"Köln","Duisburg","3:1","2:1",3,1,2,1,2,0,4,3,11,22
"2797",1972,1973,20,"Saturday",1973-02-03,15:30:00,"Bayern","Braunschweig","3:0","1:0",3,0,1,0,2,0,3,1,21,9
"2798",1972,1973,20,"Saturday",1973-02-03,15:30:00,"HSV","Stuttgart","2:0","1:0",2,0,1,0,2,0,2,1,10,14
"2799",1972,1973,20,"Saturday",1973-02-03,15:30:00,"Offenbach","Hertha","0:0","0:0",0,0,0,0,1,1,0,0,26,7
"2800",1972,1973,20,"Saturday",1973-02-03,15:30:00,"K'lautern","Frankfurt","0:1","0:1",0,1,0,1,0,2,1,1,13,5
"2801",1972,1973,20,"Saturday",1973-02-03,15:30:00,"Bochum","Wuppertaler SV","2:2","2:1",2,2,2,1,1,1,4,3,29,30
"2802",1972,1973,20,"Saturday",1973-02-03,15:30:00,"Düsseldorf","Schalke","1:1","0:0",1,1,0,0,1,1,2,0,23,6
"2803",1972,1973,20,"Saturday",1973-02-03,15:30:00,"Hannover","Gladbach","1:2","0:1",1,2,0,1,0,2,3,1,18,20
"2804",1972,1973,20,"Saturday",1973-02-03,15:30:00,"Oberhausen","Bremen","2:3","1:2",2,3,1,2,0,2,5,3,27,8
"2805",1972,1973,21,"Saturday",1973-02-10,15:30:00,"Hertha","Bayern","2:5","0:2",2,5,0,2,0,2,7,2,7,21
"2806",1972,1973,21,"Saturday",1973-02-10,15:30:00,"Stuttgart","Hannover","2:0","0:0",2,0,0,0,2,0,2,0,14,18
"2807",1972,1973,21,"Saturday",1973-02-10,15:30:00,"Wuppertaler SV","Offenbach","4:3","2:2",4,3,2,2,2,0,7,4,30,26
"2808",1972,1973,21,"Saturday",1973-02-10,15:30:00,"Frankfurt","Düsseldorf","2:1","2:0",2,1,2,0,2,0,3,2,5,23
"2809",1972,1973,21,"Saturday",1973-02-10,15:30:00,"Schalke","Bochum","2:0","1:0",2,0,1,0,2,0,2,1,6,29
"2810",1972,1973,21,"Saturday",1973-02-10,15:30:00,"Gladbach","K'lautern","6:2","0:0",6,2,0,0,2,0,8,0,20,13
"2811",1972,1973,21,"Saturday",1973-02-10,15:30:00,"Braunschweig","Oberhausen","3:1","1:0",3,1,1,0,2,0,4,1,9,27
"2812",1972,1973,21,"Saturday",1973-02-10,15:30:00,"Duisburg","HSV","3:0","2:0",3,0,2,0,2,0,3,2,22,10
"2813",1972,1973,21,"Tuesday",1973-03-20,20:00:00,"Bremen","Köln","2:1","2:1",2,1,2,1,2,0,3,3,8,11
"2814",1972,1973,22,"Saturday",1973-02-17,15:30:00,"Bayern","Wuppertaler SV","4:1","2:1",4,1,2,1,2,0,5,3,21,30
"2815",1972,1973,22,"Saturday",1973-02-17,15:30:00,"K'lautern","Stuttgart","2:1","1:1",2,1,1,1,2,0,3,2,13,14
"2816",1972,1973,22,"Saturday",1973-02-17,15:30:00,"Offenbach","Schalke","2:0","1:0",2,0,1,0,2,0,2,1,26,6
"2817",1972,1973,22,"Saturday",1973-02-17,15:30:00,"Bochum","Frankfurt","2:1","0:0",2,1,0,0,2,0,3,0,29,5
"2818",1972,1973,22,"Saturday",1973-02-17,15:30:00,"Düsseldorf","Gladbach","1:3","1:1",1,3,1,1,0,2,4,2,23,20
"2819",1972,1973,22,"Saturday",1973-02-17,15:30:00,"Oberhausen","Hertha","2:1","1:0",2,1,1,0,2,0,3,1,27,7
"2820",1972,1973,22,"Saturday",1973-02-17,15:30:00,"Hannover","Duisburg","3:3","3:2",3,3,3,2,1,1,6,5,18,22
"2821",1972,1973,22,"Saturday",1973-02-17,15:30:00,"Bremen","Braunschweig","4:2","2:0",4,2,2,0,2,0,6,2,8,9
"2822",1972,1973,22,"Saturday",1973-02-17,15:30:00,"Köln","HSV","2:1","1:0",2,1,1,0,2,0,3,1,11,10
"2823",1972,1973,23,"Friday",1973-02-23,20:00:00,"Gladbach","Bochum","6:0","2:0",6,0,2,0,2,0,6,2,20,29
"2824",1972,1973,23,"Friday",1973-02-23,20:00:00,"Duisburg","K'lautern","3:4","1:3",3,4,1,3,0,2,7,4,22,13
"2825",1972,1973,23,"Saturday",1973-02-24,15:30:00,"Schalke","Bayern","1:1","0:0",1,1,0,0,1,1,2,0,6,21
"2826",1972,1973,23,"Saturday",1973-02-24,15:30:00,"Stuttgart","Düsseldorf","2:2","2:1",2,2,2,1,1,1,4,3,14,23
"2827",1972,1973,23,"Saturday",1973-02-24,15:30:00,"Frankfurt","Offenbach","0:3","0:1",0,3,0,1,0,2,3,1,5,26
"2828",1972,1973,23,"Saturday",1973-02-24,15:30:00,"Wuppertaler SV","Oberhausen","3:1","1:1",3,1,1,1,2,0,4,2,30,27
"2829",1972,1973,23,"Saturday",1973-02-24,15:30:00,"Hertha","Bremen","2:1","0:0",2,1,0,0,2,0,3,0,7,8
"2830",1972,1973,23,"Saturday",1973-02-24,15:30:00,"HSV","Hannover","2:0","2:0",2,0,2,0,2,0,2,2,10,18
"2831",1972,1973,23,"Saturday",1973-02-24,15:30:00,"Braunschweig","Köln","2:0","0:0",2,0,0,0,2,0,2,0,9,11
"2832",1972,1973,24,"Friday",1973-03-09,20:00:00,"K'lautern","HSV","2:2","2:1",2,2,2,1,1,1,4,3,13,10
"2833",1972,1973,24,"Saturday",1973-03-10,15:30:00,"Bayern","Frankfurt","3:1","1:1",3,1,1,1,2,0,4,2,21,5
"2834",1972,1973,24,"Saturday",1973-03-10,15:30:00,"Bochum","Stuttgart","3:1","1:0",3,1,1,0,2,0,4,1,29,14
"2835",1972,1973,24,"Saturday",1973-03-10,15:30:00,"Offenbach","Gladbach","2:1","1:0",2,1,1,0,2,0,3,1,26,20
"2836",1972,1973,24,"Saturday",1973-03-10,15:30:00,"Oberhausen","Schalke","2:1","1:0",2,1,1,0,2,0,3,1,27,6
"2837",1972,1973,24,"Saturday",1973-03-10,15:30:00,"Düsseldorf","Duisburg","2:1","1:0",2,1,1,0,2,0,3,1,23,22
"2838",1972,1973,24,"Saturday",1973-03-10,15:30:00,"Bremen","Wuppertaler SV","0:1","0:0",0,1,0,0,0,2,1,0,8,30
"2839",1972,1973,24,"Saturday",1973-03-10,15:30:00,"Braunschweig","Hertha","2:1","2:1",2,1,2,1,2,0,3,3,9,7
"2840",1972,1973,24,"Saturday",1973-03-10,15:30:00,"Köln","Hannover","3:3","1:2",3,3,1,2,1,1,6,3,11,18
"2841",1972,1973,25,"Saturday",1973-03-17,15:30:00,"Gladbach","Bayern","0:3","0:2",0,3,0,2,0,2,3,2,20,21
"2842",1972,1973,25,"Saturday",1973-03-17,15:30:00,"Stuttgart","Offenbach","4:2","1:0",4,2,1,0,2,0,6,1,14,26
"2843",1972,1973,25,"Saturday",1973-03-17,15:30:00,"Frankfurt","Oberhausen","2:1","1:0",2,1,1,0,2,0,3,1,5,27
"2844",1972,1973,25,"Saturday",1973-03-17,15:30:00,"Duisburg","Bochum","0:1","0:0",0,1,0,0,0,2,1,0,22,29
"2845",1972,1973,25,"Saturday",1973-03-17,15:30:00,"Schalke","Bremen","1:2","0:0",1,2,0,0,0,2,3,0,6,8
"2846",1972,1973,25,"Saturday",1973-03-17,15:30:00,"HSV","Düsseldorf","2:1","1:1",2,1,1,1,2,0,3,2,10,23
"2847",1972,1973,25,"Saturday",1973-03-17,15:30:00,"Wuppertaler SV","Braunschweig","2:1","1:0",2,1,1,0,2,0,3,1,30,9
"2848",1972,1973,25,"Saturday",1973-03-17,15:30:00,"Hannover","K'lautern","2:3","2:0",2,3,2,0,0,2,5,2,18,13
"2849",1972,1973,25,"Saturday",1973-03-17,15:30:00,"Hertha","Köln","1:1","1:1",1,1,1,1,1,1,2,2,7,11
"2850",1972,1973,26,"Saturday",1973-03-24,15:30:00,"Bayern","Stuttgart","5:1","2:0",5,1,2,0,2,0,6,2,21,14
"2851",1972,1973,26,"Saturday",1973-03-24,15:30:00,"Offenbach","Duisburg","4:1","2:1",4,1,2,1,2,0,5,3,26,22
"2852",1972,1973,26,"Saturday",1973-03-24,15:30:00,"Bremen","Frankfurt","2:0","1:0",2,0,1,0,2,0,2,1,8,5
"2853",1972,1973,26,"Saturday",1973-03-24,15:30:00,"Bochum","HSV","3:3","1:0",3,3,1,0,1,1,6,1,29,10
"2854",1972,1973,26,"Saturday",1973-03-24,15:30:00,"Braunschweig","Schalke","1:1","0:0",1,1,0,0,1,1,2,0,9,6
"2855",1972,1973,26,"Saturday",1973-03-24,15:30:00,"Düsseldorf","Hannover","0:1","0:1",0,1,0,1,0,2,1,1,23,18
"2856",1972,1973,26,"Saturday",1973-03-24,15:30:00,"Hertha","Wuppertaler SV","0:1","0:1",0,1,0,1,0,2,1,1,7,30
"2857",1972,1973,26,"Saturday",1973-03-24,15:30:00,"Köln","K'lautern","2:0","1:0",2,0,1,0,2,0,2,1,11,13
"2858",1972,1973,26,"Saturday",1973-03-24,15:30:00,"Oberhausen","Gladbach","1:3","1:1",1,3,1,1,0,2,4,2,27,20
"2859",1972,1973,27,"Saturday",1973-03-31,15:30:00,"Duisburg","Bayern","2:0","1:0",2,0,1,0,2,0,2,1,22,21
"2860",1972,1973,27,"Saturday",1973-03-31,15:30:00,"Stuttgart","Oberhausen","3:0","0:0",3,0,0,0,2,0,3,0,14,27
"2861",1972,1973,27,"Saturday",1973-03-31,15:30:00,"HSV","Offenbach","1:0","0:0",1,0,0,0,2,0,1,0,10,26
"2862",1972,1973,27,"Saturday",1973-03-31,15:30:00,"Frankfurt","Braunschweig","1:0","0:0",1,0,0,0,2,0,1,0,5,9
"2863",1972,1973,27,"Saturday",1973-03-31,15:30:00,"Hannover","Bochum","1:1","0:0",1,1,0,0,1,1,2,0,18,29
"2864",1972,1973,27,"Saturday",1973-03-31,15:30:00,"Schalke","Hertha","1:1","0:0",1,1,0,0,1,1,2,0,6,7
"2865",1972,1973,27,"Saturday",1973-03-31,15:30:00,"K'lautern","Düsseldorf","1:1","1:0",1,1,1,0,1,1,2,1,13,23
"2866",1972,1973,27,"Saturday",1973-03-31,15:30:00,"Wuppertaler SV","Köln","2:2","0:1",2,2,0,1,1,1,4,1,30,11
"2867",1972,1973,27,"Saturday",1973-03-31,15:30:00,"Gladbach","Bremen","3:1","2:0",3,1,2,0,2,0,4,2,20,8
"2868",1972,1973,28,"Friday",1973-04-06,20:00:00,"Offenbach","Hannover","2:1","0:0",2,1,0,0,2,0,3,0,26,18
"2869",1972,1973,28,"Friday",1973-04-06,20:00:00,"Bochum","K'lautern","3:0","2:0",3,0,2,0,2,0,3,2,29,13
"2870",1972,1973,28,"Friday",1973-04-06,20:00:00,"Braunschweig","Gladbach","0:0","0:0",0,0,0,0,1,1,0,0,9,20
"2871",1972,1973,28,"Saturday",1973-04-07,15:30:00,"Bayern","HSV","1:0","0:0",1,0,0,0,2,0,1,0,21,10
"2872",1972,1973,28,"Saturday",1973-04-07,15:30:00,"Bremen","Stuttgart","0:2","0:1",0,2,0,1,0,2,2,1,8,14
"2873",1972,1973,28,"Saturday",1973-04-07,15:30:00,"Hertha","Frankfurt","3:1","3:1",3,1,3,1,2,0,4,4,7,5
"2874",1972,1973,28,"Saturday",1973-04-07,15:30:00,"Wuppertaler SV","Schalke","4:1","2:1",4,1,2,1,2,0,5,3,30,6
"2875",1972,1973,28,"Saturday",1973-04-07,15:30:00,"Köln","Düsseldorf","1:0","0:0",1,0,0,0,2,0,1,0,11,23
"2876",1972,1973,28,"Saturday",1973-04-07,15:30:00,"Oberhausen","Duisburg","4:0","1:0",4,0,1,0,2,0,4,1,27,22
"2877",1972,1973,29,"Friday",1973-04-27,20:00:00,"Stuttgart","Braunschweig","4:0","2:0",4,0,2,0,2,0,4,2,14,9
