"","SeasonFrom","SeasonTo","Matchday","Day","Date","Time","Home","Guest","Score90","Score45","Score90Home","Score90Guest","Score45Home","Score45Guest","PointsHome","PointsGuest","GoalsTotal90","GoalsTotal45","HomeID","GuestID"
"12460",2003,2004,31,"Saturday",2004-05-01,15:30:00,"Dortmund","Rostock","4:1","3:0",4,1,3,0,3,0,5,3,16,43
"12461",2003,2004,31,"Saturday",2004-05-01,15:30:00,"TSV 1860","Leverkusen","1:1","1:0",1,1,1,0,1,1,2,1,1,36
"12462",2003,2004,31,"Saturday",2004-05-01,15:30:00,"Köln","Bayern","1:2","1:1",1,2,1,1,0,3,3,2,11,21
"12463",2003,2004,31,"Saturday",2004-05-01,15:30:00,"Bremen","HSV","6:0","3:0",6,0,3,0,3,0,6,3,8,10
"12464",2003,2004,31,"Sunday",2004-05-02,17:30:00,"Schalke","Hertha","3:0","1:0",3,0,1,0,3,0,3,1,6,7
"12465",2003,2004,31,"Sunday",2004-05-02,17:30:00,"Stuttgart","Bochum","1:1","1:0",1,1,1,0,1,1,2,1,14,29
"12466",2003,2004,32,"Saturday",2004-05-08,15:30:00,"K'lautern","Wolfsburg","3:2","0:0",3,2,0,0,3,0,5,0,13,46
"12467",2003,2004,32,"Saturday",2004-05-08,15:30:00,"Hannover","Frankfurt","3:0","1:0",3,0,1,0,3,0,3,1,18,5
"12468",2003,2004,32,"Saturday",2004-05-08,15:30:00,"HSV","Stuttgart","2:1","1:0",2,1,1,0,3,0,3,1,10,14
"12469",2003,2004,32,"Saturday",2004-05-08,15:30:00,"Bayern","Bremen","1:3","0:3",1,3,0,3,0,3,4,3,21,8
"12470",2003,2004,32,"Saturday",2004-05-08,15:30:00,"Leverkusen","Köln","2:0","1:0",2,0,1,0,3,0,2,1,36,11
"12471",2003,2004,32,"Saturday",2004-05-08,15:30:00,"Hertha","Dortmund","6:2","3:0",6,2,3,0,3,0,8,3,7,16
"12472",2003,2004,32,"Saturday",2004-05-08,15:30:00,"Gladbach","Schalke","2:0","2:0",2,0,2,0,3,0,2,2,20,6
"12473",2003,2004,32,"Sunday",2004-05-09,17:30:00,"Bochum","Freiburg","3:0","1:0",3,0,1,0,3,0,3,1,29,45
"12474",2003,2004,32,"Sunday",2004-05-09,17:30:00,"Rostock","TSV 1860","3:0","1:0",3,0,1,0,3,0,3,1,43,1
"12475",2003,2004,33,"Saturday",2004-05-15,15:30:00,"Hannover","Wolfsburg","0:0","0:0",0,0,0,0,1,1,0,0,18,46
"12476",2003,2004,33,"Saturday",2004-05-15,15:30:00,"Schalke","K'lautern","4:1","3:0",4,1,3,0,3,0,5,3,6,13
"12477",2003,2004,33,"Saturday",2004-05-15,15:30:00,"Dortmund","Gladbach","3:1","2:1",3,1,2,1,3,0,4,3,16,20
"12478",2003,2004,33,"Saturday",2004-05-15,15:30:00,"TSV 1860","Hertha","1:1","1:0",1,1,1,0,1,1,2,1,1,7
"12479",2003,2004,33,"Saturday",2004-05-15,15:30:00,"Köln","Rostock","4:0","1:0",4,0,1,0,3,0,4,1,11,43
"12480",2003,2004,33,"Saturday",2004-05-15,15:30:00,"Bremen","Leverkusen","2:6","0:3",2,6,0,3,0,3,8,3,8,36
"12481",2003,2004,33,"Saturday",2004-05-15,15:30:00,"Stuttgart","Bayern","3:1","1:0",3,1,1,0,3,0,4,1,14,21
"12482",2003,2004,33,"Saturday",2004-05-15,15:30:00,"Freiburg","HSV","0:0","0:0",0,0,0,0,1,1,0,0,45,10
"12483",2003,2004,33,"Saturday",2004-05-15,15:30:00,"Frankfurt","Bochum","3:2","2:1",3,2,2,1,3,0,5,3,5,29
"12484",2003,2004,34,"Saturday",2004-05-22,15:30:00,"Bochum","Hannover","3:1","1:1",3,1,1,1,3,0,4,2,29,18
"12485",2003,2004,34,"Saturday",2004-05-22,15:30:00,"HSV","Frankfurt","2:1","1:1",2,1,1,1,3,0,3,2,10,5
"12486",2003,2004,34,"Saturday",2004-05-22,15:30:00,"Bayern","Freiburg","2:0","1:0",2,0,1,0,3,0,2,1,21,45
"12487",2003,2004,34,"Saturday",2004-05-22,15:30:00,"Leverkusen","Stuttgart","2:0","0:0",2,0,0,0,3,0,2,0,36,14
"12488",2003,2004,34,"Saturday",2004-05-22,15:30:00,"Rostock","Bremen","3:1","1:1",3,1,1,1,3,0,4,2,43,8
"12489",2003,2004,34,"Saturday",2004-05-22,15:30:00,"Hertha","Köln","3:1","0:0",3,1,0,0,3,0,4,0,7,11
"12490",2003,2004,34,"Saturday",2004-05-22,15:30:00,"Gladbach","TSV 1860","3:1","2:1",3,1,2,1,3,0,4,3,20,1
"12491",2003,2004,34,"Saturday",2004-05-22,15:30:00,"K'lautern","Dortmund","1:1","1:0",1,1,1,0,1,1,2,1,13,16
"12492",2003,2004,34,"Saturday",2004-05-22,15:30:00,"Wolfsburg","Schalke","1:1","1:1",1,1,1,1,1,1,2,2,46,6
"12493",2004,2005,1,"Friday",2004-08-06,21:35:00,"Bremen","Schalke","1:0","0:0",1,0,0,0,3,0,1,0,8,6
"12494",2004,2005,1,"Saturday",2004-08-07,15:30:00,"K'lautern","Nürnberg","1:3","0:1",1,3,0,1,0,3,4,1,13,15
"12495",2004,2005,1,"Saturday",2004-08-07,15:30:00,"Freiburg","Rostock","0:0","0:0",0,0,0,0,1,1,0,0,45,43
"12496",2004,2005,1,"Saturday",2004-08-07,15:30:00,"Dortmund","Wolfsburg","1:2","1:1",1,2,1,1,0,3,3,2,16,46
"12497",2004,2005,1,"Saturday",2004-08-07,15:30:00,"Leverkusen","Hannover","2:1","0:1",2,1,0,1,3,0,3,1,36,18
"12498",2004,2005,1,"Saturday",2004-08-07,15:30:00,"Hertha","Bochum","2:2","2:0",2,2,2,0,1,1,4,2,7,29
"12499",2004,2005,1,"Saturday",2004-08-07,15:30:00,"HSV","Bayern","0:2","0:1",0,2,0,1,0,3,2,1,10,21
"12500",2004,2005,1,"Sunday",2004-08-08,17:30:00,"Bielefeld","Gladbach","0:0","0:0",0,0,0,0,1,1,0,0,28,20
"12501",2004,2005,1,"Sunday",2004-08-08,17:30:00,"Stuttgart","Mainz","4:2","2:0",4,2,2,0,3,0,6,2,14,50
"12502",2004,2005,2,"Saturday",2004-08-14,15:30:00,"Mainz","HSV","2:1","0:1",2,1,0,1,3,0,3,1,50,10
"12503",2004,2005,2,"Saturday",2004-08-14,15:30:00,"Bayern","Hertha","1:1","0:1",1,1,0,1,1,1,2,1,21,7
"12504",2004,2005,2,"Saturday",2004-08-14,15:30:00,"Gladbach","Dortmund","2:3","2:3",2,3,2,3,0,3,5,5,20,16
"12505",2004,2005,2,"Saturday",2004-08-14,15:30:00,"Rostock","Bremen","0:4","0:0",0,4,0,0,0,3,4,0,43,8
"12506",2004,2005,2,"Saturday",2004-08-14,15:30:00,"Schalke","K'lautern","2:1","1:1",2,1,1,1,3,0,3,2,6,13
"12507",2004,2005,2,"Saturday",2004-08-14,15:30:00,"Nürnberg","Stuttgart","1:1","1:1",1,1,1,1,1,1,2,2,15,14
"12508",2004,2005,2,"Sunday",2004-08-15,17:30:00,"Bochum","Leverkusen","2:2","1:0",2,2,1,0,1,1,4,1,29,36
"12509",2004,2005,2,"Sunday",2004-08-15,17:30:00,"Wolfsburg","Freiburg","0:1","0:0",0,1,0,0,0,3,1,0,46,45
"12510",2004,2005,2,"Tuesday",2004-09-28,18:00:00,"Hannover","Bielefeld","0:1","0:0",0,1,0,0,0,3,1,0,18,28
"12511",2004,2005,3,"Saturday",2004-08-28,15:30:00,"K'lautern","Stuttgart","2:3","2:1",2,3,2,1,0,3,5,3,13,14
"12512",2004,2005,3,"Saturday",2004-08-28,15:30:00,"Freiburg","Gladbach","1:1","1:0",1,1,1,0,1,1,2,1,45,20
"12513",2004,2005,3,"Saturday",2004-08-28,15:30:00,"Bielefeld","Bochum","1:2","0:1",1,2,0,1,0,3,3,1,28,29
"12514",2004,2005,3,"Saturday",2004-08-28,15:30:00,"Leverkusen","Bayern","4:1","1:0",4,1,1,0,3,0,5,1,36,21
"12515",2004,2005,3,"Saturday",2004-08-28,15:30:00,"Hertha","Mainz","1:1","0:0",1,1,0,0,1,1,2,0,7,50
"12516",2004,2005,3,"Saturday",2004-08-28,15:30:00,"HSV","Nürnberg","4:3","2:1",4,3,2,1,3,0,7,3,10,15
"12517",2004,2005,3,"Saturday",2004-08-28,15:30:00,"Schalke","Rostock","0:2","0:1",0,2,0,1,0,3,2,1,6,43
"12518",2004,2005,3,"Sunday",2004-08-29,17:30:00,"Dortmund","Hannover","1:1","1:0",1,1,1,0,1,1,2,1,16,18
"12519",2004,2005,3,"Sunday",2004-08-29,17:30:00,"Bremen","Wolfsburg","1:2","0:0",1,2,0,0,0,3,3,0,8,46
"12520",2004,2005,4,"Saturday",2004-09-11,15:30:00,"Mainz","Leverkusen","2:0","0:0",2,0,0,0,3,0,2,0,50,36
"12521",2004,2005,4,"Saturday",2004-09-11,15:30:00,"Bayern","Bielefeld","1:0","1:0",1,0,1,0,3,0,1,1,21,28
"12522",2004,2005,4,"Saturday",2004-09-11,15:30:00,"Bochum","Dortmund","2:2","1:0",2,2,1,0,1,1,4,1,29,16
"12523",2004,2005,4,"Saturday",2004-09-11,15:30:00,"Gladbach","Bremen","3:1","1:0",3,1,1,0,3,0,4,1,20,8
"12524",2004,2005,4,"Saturday",2004-09-11,15:30:00,"Wolfsburg","Schalke","3:0","2:0",3,0,2,0,3,0,3,2,46,6
"12525",2004,2005,4,"Saturday",2004-09-11,15:30:00,"Stuttgart","HSV","2:0","1:0",2,0,1,0,3,0,2,1,14,10
"12526",2004,2005,4,"Saturday",2004-09-11,15:30:00,"Nürnberg","Hertha","0:0","0:0",0,0,0,0,1,1,0,0,15,7
"12527",2004,2005,4,"Sunday",2004-09-12,17:30:00,"Hannover","Freiburg","2:2","2:0",2,2,2,0,1,1,4,2,18,45
"12528",2004,2005,4,"Sunday",2004-09-12,17:30:00,"Rostock","K'lautern","2:3","0:2",2,3,0,2,0,3,5,2,43,13
"12529",2004,2005,5,"Saturday",2004-09-18,15:30:00,"K'lautern","HSV","2:1","1:0",2,1,1,0,3,0,3,1,13,10
"12530",2004,2005,5,"Saturday",2004-09-18,15:30:00,"Dortmund","Bayern","2:2","1:0",2,2,1,0,1,1,4,1,16,21
"12531",2004,2005,5,"Saturday",2004-09-18,15:30:00,"Bielefeld","Mainz","1:1","0:0",1,1,0,0,1,1,2,0,28,50
"12532",2004,2005,5,"Saturday",2004-09-18,15:30:00,"Leverkusen","Nürnberg","2:2","0:1",2,2,0,1,1,1,4,1,36,15
"12533",2004,2005,5,"Saturday",2004-09-18,15:30:00,"Rostock","Wolfsburg","1:2","1:1",1,2,1,1,0,3,3,2,43,46
"12534",2004,2005,5,"Saturday",2004-09-18,15:30:00,"Schalke","Gladbach","3:2","1:1",3,2,1,1,3,0,5,2,6,20
"12535",2004,2005,5,"Saturday",2004-09-18,15:30:00,"Bremen","Hannover","3:0","1:0",3,0,1,0,3,0,3,1,8,18
"12536",2004,2005,5,"Sunday",2004-09-19,17:30:00,"Freiburg","Bochum","1:1","0:0",1,1,0,0,1,1,2,0,45,29
"12537",2004,2005,5,"Sunday",2004-09-19,17:30:00,"Hertha","Stuttgart","0:0","0:0",0,0,0,0,1,1,0,0,7,14
"12538",2004,2005,6,"Saturday",2004-09-25,15:30:00,"Bayern","Freiburg","3:1","2:1",3,1,2,1,3,0,4,3,21,45
"12539",2004,2005,6,"Saturday",2004-09-25,15:30:00,"Bochum","Bremen","1:4","0:0",1,4,0,0,0,3,5,0,29,8
"12540",2004,2005,6,"Saturday",2004-09-25,15:30:00,"Hannover","Schalke","1:0","0:0",1,0,0,0,3,0,1,0,18,6
"12541",2004,2005,6,"Saturday",2004-09-25,15:30:00,"Gladbach","Rostock","2:2","2:0",2,2,2,0,1,1,4,2,20,43
"12542",2004,2005,6,"Saturday",2004-09-25,15:30:00,"Wolfsburg","K'lautern","2:1","1:0",2,1,1,0,3,0,3,1,46,13
"12543",2004,2005,6,"Saturday",2004-09-25,15:30:00,"Stuttgart","Leverkusen","3:0","2:0",3,0,2,0,3,0,3,2,14,36
"12544",2004,2005,6,"Saturday",2004-09-25,15:30:00,"Nürnberg","Bielefeld","1:2","0:1",1,2,0,1,0,3,3,1,15,28
"12545",2004,2005,6,"Sunday",2004-09-26,17:30:00,"Mainz","Dortmund","1:1","0:1",1,1,0,1,1,1,2,1,50,16
"12546",2004,2005,6,"Sunday",2004-09-26,17:30:00,"HSV","Hertha","2:1","1:1",2,1,1,1,3,0,3,2,10,7
"12547",2004,2005,7,"Saturday",2004-10-02,15:30:00,"K'lautern","Hertha","0:2","0:1",0,2,0,1,0,3,2,1,13,7
"12548",2004,2005,7,"Saturday",2004-10-02,15:30:00,"Freiburg","Mainz","1:2","0:1",1,2,0,1,0,3,3,1,45,50
"12549",2004,2005,7,"Saturday",2004-10-02,15:30:00,"Dortmund","Nürnberg","2:2","2:2",2,2,2,2,1,1,4,4,16,15
"12550",2004,2005,7,"Saturday",2004-10-02,15:30:00,"Leverkusen","HSV","3:0","1:0",3,0,1,0,3,0,3,1,36,10
"12551",2004,2005,7,"Saturday",2004-10-02,15:30:00,"Wolfsburg","Gladbach","2:1","2:1",2,1,2,1,3,0,3,3,46,20
"12552",2004,2005,7,"Saturday",2004-10-02,15:30:00,"Rostock","Hannover","1:3","0:2",1,3,0,2,0,3,4,2,43,18
"12553",2004,2005,7,"Saturday",2004-10-02,15:30:00,"Bremen","Bayern","1:2","0:1",1,2,0,1,0,3,3,1,8,21
"12554",2004,2005,7,"Sunday",2004-10-03,17:30:00,"Bielefeld","Stuttgart","0:2","0:1",0,2,0,1,0,3,2,1,28,14
"12555",2004,2005,7,"Sunday",2004-10-03,17:30:00,"Schalke","Bochum","3:2","3:0",3,2,3,0,3,0,5,3,6,29
"12556",2004,2005,8,"Saturday",2004-10-16,15:30:00,"Mainz","Bremen","2:1","0:0",2,1,0,0,3,0,3,0,50,8
"12557",2004,2005,8,"Saturday",2004-10-16,15:30:00,"Bayern","Schalke","0:1","0:0",0,1,0,0,0,3,1,0,21,6
"12558",2004,2005,8,"Saturday",2004-10-16,15:30:00,"Bochum","Rostock","0:1","0:0",0,1,0,0,0,3,1,0,29,43
"12559",2004,2005,8,"Saturday",2004-10-16,15:30:00,"Hertha","Leverkusen","3:1","1:0",3,1,1,0,3,0,4,1,7,36
"12560",2004,2005,8,"Saturday",2004-10-16,15:30:00,"HSV","Bielefeld","0:2","0:0",0,2,0,0,0,3,2,0,10,28
"12561",2004,2005,8,"Saturday",2004-10-16,15:30:00,"Stuttgart","Dortmund","2:0","0:0",2,0,0,0,3,0,2,0,14,16
"12562",2004,2005,8,"Saturday",2004-10-16,15:30:00,"Nürnberg","Freiburg","3:0","1:0",3,0,1,0,3,0,3,1,15,45
"12563",2004,2005,8,"Sunday",2004-10-17,17:30:00,"Hannover","Wolfsburg","3:0","1:0",3,0,1,0,3,0,3,1,18,46
"12564",2004,2005,8,"Sunday",2004-10-17,17:30:00,"Gladbach","K'lautern","2:0","0:0",2,0,0,0,3,0,2,0,20,13
"12565",2004,2005,9,"Saturday",2004-10-23,15:30:00,"K'lautern","Leverkusen","0:0","0:0",0,0,0,0,1,1,0,0,13,36
"12566",2004,2005,9,"Saturday",2004-10-23,15:30:00,"Dortmund","HSV","0:2","0:1",0,2,0,1,0,3,2,1,16,10
"12567",2004,2005,9,"Saturday",2004-10-23,15:30:00,"Bielefeld","Hertha","1:0","1:0",1,0,1,0,3,0,1,1,28,7
"12568",2004,2005,9,"Saturday",2004-10-23,15:30:00,"Gladbach","Hannover","0:2","0:2",0,2,0,2,0,3,2,2,20,18
"12569",2004,2005,9,"Saturday",2004-10-23,15:30:00,"Wolfsburg","Bochum","3:0","3:0",3,0,3,0,3,0,3,3,46,29
"12570",2004,2005,9,"Saturday",2004-10-23,15:30:00,"Rostock","Bayern","0:2","0:0",0,2,0,0,0,3,2,0,43,21
"12571",2004,2005,9,"Saturday",2004-10-23,15:30:00,"Bremen","Nürnberg","4:1","2:0",4,1,2,0,3,0,5,2,8,15
"12572",2004,2005,9,"Sunday",2004-10-24,17:30:00,"Freiburg","Stuttgart","2:0","1:0",2,0,1,0,3,0,2,1,45,14
"12573",2004,2005,9,"Sunday",2004-10-24,17:30:00,"Schalke","Mainz","2:1","1:0",2,1,1,0,3,0,3,1,6,50
"12574",2004,2005,10,"Tuesday",2004-10-26,20:00:00,"Bayern","Wolfsburg","2:0","2:0",2,0,2,0,3,0,2,2,21,46
"12575",2004,2005,10,"Tuesday",2004-10-26,20:00:00,"Bochum","Gladbach","3:0","0:0",3,0,0,0,3,0,3,0,29,20
"12576",2004,2005,10,"Tuesday",2004-10-26,20:00:00,"Hannover","K'lautern","3:1","1:1",3,1,1,1,3,0,4,2,18,13
"12577",2004,2005,10,"Tuesday",2004-10-26,20:00:00,"Hertha","Dortmund","0:1","0:1",0,1,0,1,0,3,1,1,7,16
"12578",2004,2005,10,"Wednesday",2004-10-27,20:00:00,"Mainz","Rostock","3:1","0:0",3,1,0,0,3,0,4,0,50,43
"12579",2004,2005,10,"Wednesday",2004-10-27,20:00:00,"Leverkusen","Bielefeld","3:2","0:1",3,2,0,1,3,0,5,1,36,28
"12580",2004,2005,10,"Wednesday",2004-10-27,20:00:00,"HSV","Freiburg","4:0","2:0",4,0,2,0,3,0,4,2,10,45
"12581",2004,2005,10,"Wednesday",2004-10-27,20:00:00,"Stuttgart","Bremen","1:2","1:0",1,2,1,0,0,3,3,1,14,8
"12582",2004,2005,10,"Wednesday",2004-10-27,20:00:00,"Nürnberg","Schalke","0:2","0:2",0,2,0,2,0,3,2,2,15,6
"12583",2004,2005,11,"Saturday",2004-10-30,15:30:00,"Freiburg","Hertha","1:3","1:1",1,3,1,1,0,3,4,2,45,7
"12584",2004,2005,11,"Saturday",2004-10-30,15:30:00,"Dortmund","Leverkusen","1:0","1:0",1,0,1,0,3,0,1,1,16,36
"12585",2004,2005,11,"Saturday",2004-10-30,15:30:00,"Hannover","Bochum","3:0","1:0",3,0,1,0,3,0,3,1,18,29
"12586",2004,2005,11,"Saturday",2004-10-30,15:30:00,"Gladbach","Bayern","2:0","0:0",2,0,0,0,3,0,2,0,20,21
"12587",2004,2005,11,"Saturday",2004-10-30,15:30:00,"Wolfsburg","Mainz","4:3","2:2",4,3,2,2,3,0,7,4,46,50
"12588",2004,2005,11,"Saturday",2004-10-30,15:30:00,"Schalke","Stuttgart","3:2","3:2",3,2,3,2,3,0,5,5,6,14
"12589",2004,2005,11,"Saturday",2004-10-30,15:30:00,"Bremen","HSV","1:1","0:1",1,1,0,1,1,1,2,1,8,10
"12590",2004,2005,11,"Sunday",2004-10-31,17:30:00,"K'lautern","Bielefeld","2:1","0:0",2,1,0,0,3,0,3,0,13,28
"12591",2004,2005,11,"Sunday",2004-10-31,17:30:00,"Rostock","Nürnberg","0:2","0:0",0,2,0,0,0,3,2,0,43,15
"12592",2004,2005,12,"Saturday",2004-11-06,15:30:00,"Mainz","Gladbach","1:1","0:1",1,1,0,1,1,1,2,1,50,20
"12593",2004,2005,12,"Saturday",2004-11-06,15:30:00,"Bayern","Hannover","3:0","1:0",3,0,1,0,3,0,3,1,21,18
"12594",2004,2005,12,"Saturday",2004-11-06,15:30:00,"Bochum","K'lautern","1:1","0:1",1,1,0,1,1,1,2,1,29,13
"12595",2004,2005,12,"Saturday",2004-11-06,15:30:00,"Bielefeld","Dortmund","1:0","1:0",1,0,1,0,3,0,1,1,28,16
"12596",2004,2005,12,"Saturday",2004-11-06,15:30:00,"Leverkusen","Freiburg","4:1","0:1",4,1,0,1,3,0,5,1,36,45
"12597",2004,2005,12,"Saturday",2004-11-06,15:30:00,"Hertha","Bremen","1:1","0:0",1,1,0,0,1,1,2,0,7,8
"12598",2004,2005,12,"Saturday",2004-11-06,15:30:00,"Nürnberg","Wolfsburg","4:0","3:0",4,0,3,0,3,0,4,3,15,46
"12599",2004,2005,12,"Sunday",2004-11-07,17:30:00,"HSV","Schalke","1:2","0:0",1,2,0,0,0,3,3,0,10,6
"12600",2004,2005,12,"Sunday",2004-11-07,17:30:00,"Stuttgart","Rostock","4:0","2:0",4,0,2,0,3,0,4,2,14,43
"12601",2004,2005,13,"Saturday",2004-11-13,15:30:00,"K'lautern","Dortmund","1:0","0:0",1,0,0,0,3,0,1,0,13,16
"12602",2004,2005,13,"Saturday",2004-11-13,15:30:00,"Freiburg","Bielefeld","2:3","2:2",2,3,2,2,0,3,5,4,45,28
"12603",2004,2005,13,"Saturday",2004-11-13,15:30:00,"Hannover","Mainz","2:0","1:0",2,0,1,0,3,0,2,1,18,50
"12604",2004,2005,13,"Saturday",2004-11-13,15:30:00,"Gladbach","Nürnberg","2:1","1:0",2,1,1,0,3,0,3,1,20,15
"12605",2004,2005,13,"Saturday",2004-11-13,15:30:00,"Wolfsburg","Stuttgart","3:0","1:0",3,0,1,0,3,0,3,1,46,14
"12606",2004,2005,13,"Saturday",2004-11-13,15:30:00,"Schalke","Hertha","1:3","0:1",1,3,0,1,0,3,4,1,6,7
"12607",2004,2005,13,"Saturday",2004-11-13,15:30:00,"Bremen","Leverkusen","2:2","1:0",2,2,1,0,1,1,4,1,8,36
"12608",2004,2005,13,"Sunday",2004-11-14,17:30:00,"Bochum","Bayern","1:3","0:0",1,3,0,0,0,3,4,0,29,21
"12609",2004,2005,13,"Sunday",2004-11-14,17:30:00,"Rostock","HSV","0:6","0:3",0,6,0,3,0,3,6,3,43,10
"12610",2004,2005,14,"Saturday",2004-11-20,15:30:00,"Mainz","Bochum","1:0","1:0",1,0,1,0,3,0,1,1,50,29
"12611",2004,2005,14,"Saturday",2004-11-20,15:30:00,"Bayern","K'lautern","3:1","2:1",3,1,2,1,3,0,4,3,21,13
"12612",2004,2005,14,"Saturday",2004-11-20,15:30:00,"Dortmund","Freiburg","2:0","1:0",2,0,1,0,3,0,2,1,16,45
"12613",2004,2005,14,"Saturday",2004-11-20,15:30:00,"Bielefeld","Bremen","2:1","1:0",2,1,1,0,3,0,3,1,28,8
"12614",2004,2005,14,"Saturday",2004-11-20,15:30:00,"Leverkusen","Schalke","0:3","0:2",0,3,0,2,0,3,3,2,36,6
"12615",2004,2005,14,"Saturday",2004-11-20,15:30:00,"Hertha","Rostock","1:1","0:1",1,1,0,1,1,1,2,1,7,43
"12616",2004,2005,14,"Saturday",2004-11-20,15:30:00,"Stuttgart","Gladbach","1:0","0:0",1,0,0,0,3,0,1,0,14,20
"12617",2004,2005,14,"Sunday",2004-11-21,17:30:00,"HSV","Wolfsburg","3:1","2:1",3,1,2,1,3,0,4,3,10,46
"12618",2004,2005,14,"Sunday",2004-11-21,17:30:00,"Nürnberg","Hannover","1:1","0:0",1,1,0,0,1,1,2,0,15,18
"12619",2004,2005,15,"Saturday",2004-11-27,15:30:00,"K'lautern","Freiburg","3:0","1:0",3,0,1,0,3,0,3,1,13,45
"12620",2004,2005,15,"Saturday",2004-11-27,15:30:00,"Bayern","Mainz","4:2","3:0",4,2,3,0,3,0,6,3,21,50
"12621",2004,2005,15,"Saturday",2004-11-27,15:30:00,"Bochum","Nürnberg","3:1","2:0",3,1,2,0,3,0,4,2,29,15
"12622",2004,2005,15,"Saturday",2004-11-27,15:30:00,"Gladbach","HSV","1:3","0:2",1,3,0,2,0,3,4,2,20,10
"12623",2004,2005,15,"Saturday",2004-11-27,15:30:00,"Wolfsburg","Hertha","2:3","0:1",2,3,0,1,0,3,5,1,46,7
"12624",2004,2005,15,"Saturday",2004-11-27,15:30:00,"Rostock","Leverkusen","0:2","0:1",0,2,0,1,0,3,2,1,43,36
"12625",2004,2005,15,"Saturday",2004-11-27,15:30:00,"Bremen","Dortmund","2:0","1:0",2,0,1,0,3,0,2,1,8,16
"12626",2004,2005,15,"Sunday",2004-11-28,17:30:00,"Hannover","Stuttgart","0:0","0:0",0,0,0,0,1,1,0,0,18,14
"12627",2004,2005,15,"Sunday",2004-11-28,17:30:00,"Schalke","Bielefeld","2:1","2:1",2,1,2,1,3,0,3,3,6,28
"12628",2004,2005,16,"Saturday",2004-12-04,15:30:00,"Freiburg","Bremen","0:6","0:3",0,6,0,3,0,3,6,3,45,8
"12629",2004,2005,16,"Saturday",2004-12-04,15:30:00,"Bielefeld","Rostock","1:1","0:0",1,1,0,0,1,1,2,0,28,43
"12630",2004,2005,16,"Saturday",2004-12-04,15:30:00,"Leverkusen","Wolfsburg","2:1","0:1",2,1,0,1,3,0,3,1,36,46
"12631",2004,2005,16,"Saturday",2004-12-04,15:30:00,"Hertha","Gladbach","6:0","1:0",6,0,1,0,3,0,6,1,7,20
"12632",2004,2005,16,"Saturday",2004-12-04,15:30:00,"HSV","Hannover","0:2","0:1",0,2,0,1,0,3,2,1,10,18
"12633",2004,2005,16,"Saturday",2004-12-04,15:30:00,"Stuttgart","Bochum","5:2","2:1",5,2,2,1,3,0,7,3,14,29
"12634",2004,2005,16,"Saturday",2004-12-04,15:30:00,"Nürnberg","Bayern","2:2","1:1",2,2,1,1,1,1,4,2,15,21
"12635",2004,2005,16,"Sunday",2004-12-05,17:30:00,"K'lautern","Mainz","2:0","1:0",2,0,1,0,3,0,2,1,13,50
"12636",2004,2005,16,"Sunday",2004-12-05,17:30:00,"Dortmund","Schalke","0:1","0:1",0,1,0,1,0,3,1,1,16,6
"12637",2004,2005,17,"Saturday",2004-12-11,15:30:00,"Mainz","Nürnberg","0:1","0:1",0,1,0,1,0,3,1,1,50,15
"12638",2004,2005,17,"Saturday",2004-12-11,15:30:00,"Bayern","Stuttgart","2:2","0:1",2,2,0,1,1,1,4,1,21,14
"12639",2004,2005,17,"Saturday",2004-12-11,15:30:00,"Bochum","HSV","1:2","0:2",1,2,0,2,0,3,3,2,29,10
"12640",2004,2005,17,"Saturday",2004-12-11,15:30:00,"Hannover","Hertha","0:1","0:0",0,1,0,0,0,3,1,0,18,7
"12641",2004,2005,17,"Saturday",2004-12-11,15:30:00,"Rostock","Dortmund","1:1","1:1",1,1,1,1,1,1,2,2,43,16
"12642",2004,2005,17,"Saturday",2004-12-11,15:30:00,"Schalke","Freiburg","1:1","1:0",1,1,1,0,1,1,2,1,6,45
"12643",2004,2005,17,"Saturday",2004-12-11,15:30:00,"Bremen","K'lautern","1:1","0:0",1,1,0,0,1,1,2,0,8,13
"12644",2004,2005,17,"Sunday",2004-12-12,17:30:00,"Gladbach","Leverkusen","1:1","0:0",1,1,0,0,1,1,2,0,20,36
"12645",2004,2005,17,"Sunday",2004-12-12,17:30:00,"Wolfsburg","Bielefeld","5:0","4:0",5,0,4,0,3,0,5,4,46,28
"12646",2004,2005,18,"Friday",2005-01-21,20:30:00,"Bayern","HSV","3:0","1:0",3,0,1,0,3,0,3,1,21,10
"12647",2004,2005,18,"Saturday",2005-01-22,15:30:00,"Nürnberg","K'lautern","1:3","0:0",1,3,0,0,0,3,4,0,15,13
"12648",2004,2005,18,"Saturday",2005-01-22,15:30:00,"Rostock","Freiburg","0:0","0:0",0,0,0,0,1,1,0,0,43,45
"12649",2004,2005,18,"Saturday",2005-01-22,15:30:00,"Wolfsburg","Dortmund","1:2","0:0",1,2,0,0,0,3,3,0,46,16
"12650",2004,2005,18,"Saturday",2005-01-22,15:30:00,"Gladbach","Bielefeld","1:0","0:0",1,0,0,0,3,0,1,0,20,28
"12651",2004,2005,18,"Saturday",2005-01-22,15:30:00,"Mainz","Stuttgart","2:3","1:0",2,3,1,0,0,3,5,1,50,14
"12652",2004,2005,18,"Saturday",2005-01-22,15:30:00,"Schalke","Bremen","2:1","0:0",2,1,0,0,3,0,3,0,6,8
"12653",2004,2005,18,"Sunday",2005-01-23,17:30:00,"Hannover","Leverkusen","0:3","0:2",0,3,0,2,0,3,3,2,18,36
