SeasonFrom , SeasonTo ,Matchday, Day, Date, Time, Home, Guest, Score90, Score45, Score90Home, Score90Guest, Score45Home, Score45Guest, PointsHome, PointsGuest
1970  ,  1971  ,  11  ,  Saturday  ,  1970-10-10  ,  15:30  ,  Frankfurt  ,  Duisburg  ,  0:0 , 0:0  , 0 , 0  ,  0 , 0  , 1 , 1
1970  ,  1971  ,  11  ,  Saturday  ,  1970-10-10  ,  15:30  ,  HSV  ,  Bremen  ,  1:1 , 0:0  , 1 , 1  ,  0 , 0  , 1 , 1
1970  ,  1971  ,  12  ,  Friday  ,  1970-10-23  ,  20:00  ,  Oberhausen  ,  Bayern  ,  0:4 , 0:2  , 0 , 4  ,  0 , 2  , 0 , 2
1970  ,  1971  ,  12  ,  Saturday  ,  1970-10-24  ,  15:30  ,  Köln  ,  Bielefeld  ,  2:0 , 0:0  , 2 , 0  ,  0 , 0  , 2 , 0
1970  ,  1971  ,  12  ,  Saturday  ,  1970-10-24  ,  15:30  ,  Duisburg  ,  Gladbach  ,  1:1 , 0:0  , 1 , 1  ,  0 , 0  , 1 , 1
1970  ,  1971  ,  12  ,  Saturday  ,  1970-10-24  ,  15:30  ,  Schalke  ,  K'lautern  ,  2:0 , 2:0  , 2 , 0  ,  2 , 0  , 2 , 0
1970  ,  1971  ,  12  ,  Saturday  ,  1970-10-24  ,  15:30  ,  Hertha  ,  RW Essen  ,  1:1 , 0:1  , 1 , 1  ,  0 , 1  , 1 , 1
1970  ,  1971  ,  12  ,  Saturday  ,  1970-10-24  ,  15:30  ,  Offenbach  ,  Dortmund  ,  3:0 , 1:0  , 3 , 0  ,  1 , 0  , 2 , 0
1970  ,  1971  ,  12  ,  Saturday  ,  1970-10-24  ,  15:30  ,  Stuttgart  ,  Frankfurt  ,  2:1 , 0:1  , 2 , 1  ,  0 , 1  , 2 , 0
1970  ,  1971  ,  12  ,  Saturday  ,  1970-10-24  ,  15:30  ,  Bremen  ,  Hannover  ,  0:0 , 0:0  , 0 , 0  ,  0 , 0  , 1 , 1
1970  ,  1971  ,  12  ,  Saturday  ,  1970-10-24  ,  15:30  ,  Braunschweig  ,  HSV  ,  4:1 , 1:1  , 4 , 1  ,  1 , 1  , 2 , 0
1970  ,  1971  ,  13  ,  Thursday  ,  1970-10-29  ,  20:00  ,  Bayern  ,  Schalke  ,  3:0 , 1:0  , 3 , 0  ,  1 , 0  , 2 , 0
1970  ,  1971  ,  13  ,  Saturday  ,  1970-10-31  ,  15:30  ,  K'lautern  ,  Köln  ,  0:0 , 0:0  , 0 , 0  ,  0 , 0  , 1 , 1
1970  ,  1971  ,  13  ,  Saturday  ,  1970-10-31  ,  15:30  ,  Gladbach  ,  Stuttgart  ,  4:1 , 2:0  , 4 , 1  ,  2 , 0  , 2 , 0
1970  ,  1971  ,  13  ,  Saturday  ,  1970-10-31  ,  15:30  ,  RW Essen  ,  Dortmund  ,  0:1 , 0:1  , 0 , 1  ,  0 , 1  , 0 , 2
1970  ,  1971  ,  13  ,  Saturday  ,  1970-10-31  ,  15:30  ,  Oberhausen  ,  Offenbach  ,  2:2 , 1:1  , 2 , 2  ,  1 , 1  , 1 , 1
1970  ,  1971  ,  13  ,  Saturday  ,  1970-10-31  ,  15:30  ,  Frankfurt  ,  Hertha  ,  1:3 , 1:0  , 1 , 3  ,  1 , 0  , 0 , 2
1970  ,  1971  ,  13  ,  Saturday  ,  1970-10-31  ,  15:30  ,  Bielefeld  ,  Bremen  ,  3:0 , 2:0  , 3 , 0  ,  2 , 0  , 2 , 0
1970  ,  1971  ,  13  ,  Saturday  ,  1970-10-31  ,  15:30  ,  HSV  ,  Duisburg  ,  2:0 , 0:0  , 2 , 0  ,  0 , 0  , 2 , 0
1970  ,  1971  ,  13  ,  Saturday  ,  1970-10-31  ,  15:30  ,  Hannover  ,  Braunschweig  ,  1:0 , 1:0  , 1 , 0  ,  1 , 0  , 2 , 0
1970  ,  1971  ,  14  ,  Friday  ,  1970-11-06  ,  20:00  ,  Duisburg  ,  Hannover  ,  3:2 , 3:1  , 3 , 2  ,  3 , 1  , 2 , 0
1970  ,  1971  ,  14  ,  Saturday  ,  1970-11-07  ,  15:30  ,  Köln  ,  Bayern  ,  0:3 , 0:0  , 0 , 3  ,  0 , 0  , 0 , 2
1970  ,  1971  ,  14  ,  Saturday  ,  1970-11-07  ,  15:30  ,  Hertha  ,  Gladbach  ,  4:2 , 2:0  , 4 , 2  ,  2 , 0  , 2 , 0
1970  ,  1971  ,  14  ,  Saturday  ,  1970-11-07  ,  15:30  ,  Schalke  ,  Oberhausen  ,  2:0 , 2:0  , 2 , 0  ,  2 , 0  , 2 , 0
1970  ,  1971  ,  14  ,  Saturday  ,  1970-11-07  ,  15:30  ,  Offenbach  ,  RW Essen  ,  1:2 , 1:1  , 1 , 2  ,  1 , 1  , 0 , 2
1970  ,  1971  ,  14  ,  Saturday  ,  1970-11-07  ,  15:30  ,  Dortmund  ,  Frankfurt  ,  3:0 , 2:0  , 3 , 0  ,  2 , 0  , 2 , 0
1970  ,  1971  ,  14  ,  Saturday  ,  1970-11-07  ,  15:30  ,  Bremen  ,  K'lautern  ,  1:1 , 1:0  , 1 , 1  ,  1 , 0  , 1 , 1
1970  ,  1971  ,  14  ,  Saturday  ,  1970-11-07  ,  15:30  ,  Stuttgart  ,  HSV  ,  3:3 , 2:0  , 3 , 3  ,  2 , 0  , 1 , 1
1970  ,  1971  ,  14  ,  Saturday  ,  1970-11-07  ,  15:30  ,  Braunschweig  ,  Bielefeld  ,  3:2 , 1:1  , 3 , 2  ,  1 , 1  , 2 , 0
1970  ,  1971  ,  15  ,  Friday  ,  1970-11-13  ,  20:00  ,  Gladbach  ,  Dortmund  ,  3:2 , 3:0  , 3 , 2  ,  3 , 0  , 2 , 0
1970  ,  1971  ,  15  ,  Saturday  ,  1970-11-14  ,  15:30  ,  Oberhausen  ,  Köln  ,  2:2 , 0:2  , 2 , 2  ,  0 , 2  , 1 , 1
1970  ,  1971  ,  15  ,  Saturday  ,  1970-11-14  ,  15:30  ,  Offenbach  ,  Schalke  ,  0:1 , 0:0  , 0 , 1  ,  0 , 0  , 0 , 2
1970  ,  1971  ,  15  ,  Saturday  ,  1970-11-14  ,  15:30  ,  RW Essen  ,  Frankfurt  ,  2:0 , 1:0  , 2 , 0  ,  1 , 0  , 2 , 0
1970  ,  1971  ,  15  ,  Saturday  ,  1970-11-14  ,  15:30  ,  Bayern  ,  Bremen  ,  2:1 , 0:0  , 2 , 1  ,  0 , 0  , 2 , 0
1970  ,  1971  ,  15  ,  Saturday  ,  1970-11-14  ,  15:30  ,  HSV  ,  Hertha  ,  0:0 , 0:0  , 0 , 0  ,  0 , 0  , 1 , 1
1970  ,  1971  ,  15  ,  Saturday  ,  1970-11-14  ,  15:30  ,  K'lautern  ,  Braunschweig  ,  0:1 , 0:0  , 0 , 1  ,  0 , 0  , 0 , 2
1970  ,  1971  ,  15  ,  Saturday  ,  1970-11-14  ,  15:30  ,  Hannover  ,  Stuttgart  ,  3:0 , 0:0  , 3 , 0  ,  0 , 0  , 2 , 0
1970  ,  1971  ,  15  ,  Saturday  ,  1970-11-14  ,  15:30  ,  Bielefeld  ,  Duisburg  ,  0:0 , 0:0  , 0 , 0  ,  0 , 0  , 1 , 1
1970  ,  1971  ,  16  ,  Friday  ,  1970-11-27  ,  20:00  ,  Dortmund  ,  HSV  ,  1:1 , 0:1  , 1 , 1  ,  0 , 1  , 1 , 1
1970  ,  1971  ,  16  ,  Saturday  ,  1970-11-28  ,  15:30  ,  Köln  ,  Schalke  ,  2:0 , 0:0  , 2 , 0  ,  0 , 0  , 2 , 0
1970  ,  1971  ,  16  ,  Saturday  ,  1970-11-28  ,  15:30  ,  RW Essen  ,  Gladbach  ,  1:2 , 1:0  , 1 , 2  ,  1 , 0  , 0 , 2
1970  ,  1971  ,  16  ,  Saturday  ,  1970-11-28  ,  15:30  ,  Bremen  ,  Oberhausen  ,  2:0 , 2:0  , 2 , 0  ,  2 , 0  , 2 , 0
1970  ,  1971  ,  16  ,  Saturday  ,  1970-11-28  ,  15:30  ,  Braunschweig  ,  Bayern  ,  1:1 , 0:0  , 1 , 1  ,  0 , 0  , 1 , 1
1970  ,  1971  ,  16  ,  Saturday  ,  1970-11-28  ,  15:30  ,  Hertha  ,  Hannover  ,  0:0 , 0:0  , 0 , 0  ,  0 , 0  , 1 , 1
1970  ,  1971  ,  16  ,  Saturday  ,  1970-11-28  ,  15:30  ,  Duisburg  ,  K'lautern  ,  1:1 , 1:1  , 1 , 1  ,  1 , 1  , 1 , 1
1970  ,  1971  ,  16  ,  Saturday  ,  1970-11-28  ,  15:30  ,  Stuttgart  ,  Bielefeld  ,  1:0 , 0:0  , 1 , 0  ,  0 , 0  , 2 , 0
1970  ,  1971  ,  16  ,  Saturday  ,  1970-11-28  ,  15:30  ,  Frankfurt  ,  Offenbach  ,  3:0 , 1:0  , 3 , 0  ,  1 , 0  , 2 , 0
1970  ,  1971  ,  17  ,  Friday  ,  1970-12-04  ,  19:30  ,  Hannover  ,  Dortmund  ,  4:1 , 2:0  , 4 , 1  ,  2 , 0  , 2 , 0
1970  ,  1971  ,  17  ,  Friday  ,  1970-12-04  ,  19:30  ,  Bielefeld  ,  Hertha  ,  1:1 , 1:1  , 1 , 1  ,  1 , 1  , 1 , 1
1970  ,  1971  ,  17  ,  Friday  ,  1970-12-04  ,  20:00  ,  Gladbach  ,  Frankfurt  ,  5:0 , 3:0  , 5 , 0  ,  3 , 0  , 2 , 0
1970  ,  1971  ,  17  ,  Friday  ,  1970-12-04  ,  20:00  ,  Bayern  ,  Duisburg  ,  2:1 , 1:1  , 2 , 1  ,  1 , 1  , 2 , 0
1970  ,  1971  ,  17  ,  Saturday  ,  1970-12-05  ,  15:30  ,  Offenbach  ,  Köln  ,  4:1 , 1:0  , 4 , 1  ,  1 , 0  , 2 , 0
1970  ,  1971  ,  17  ,  Saturday  ,  1970-12-05  ,  15:30  ,  Schalke  ,  Bremen  ,  0:0 , 0:0  , 0 , 0  ,  0 , 0  , 1 , 1
1970  ,  1971  ,  17  ,  Saturday  ,  1970-12-05  ,  15:30  ,  HSV  ,  RW Essen  ,  2:1 , 0:0  , 2 , 1  ,  0 , 0  , 2 , 0
1970  ,  1971  ,  17  ,  Saturday  ,  1970-12-05  ,  15:30  ,  K'lautern  ,  Stuttgart  ,  0:5 , 0:0  , 0 , 5  ,  0 , 0  , 0 , 2
1970  ,  1971  ,  17  ,  Saturday  ,  1970-12-05  ,  19:00  ,  Oberhausen  ,  Braunschweig  ,  1:0 , 1:0  , 1 , 0  ,  1 , 0  , 2 , 0
1970  ,  1971  ,  18  ,  Friday  ,  1971-01-22  ,  19:30  ,  Oberhausen  ,  Duisburg  ,  0:2 , 0:2  , 0 , 2  ,  0 , 2  , 0 , 2
1970  ,  1971  ,  18  ,  Saturday  ,  1971-01-23  ,  15:30  ,  Köln  ,  Bremen  ,  1:1 , 1:1  , 1 , 1  ,  1 , 1  , 1 , 1
1970  ,  1971  ,  18  ,  Saturday  ,  1971-01-23  ,  15:30  ,  HSV  ,  Frankfurt  ,  3:0 , 1:0  , 3 , 0  ,  1 , 0  , 2 , 0
1970  ,  1971  ,  18  ,  Saturday  ,  1971-01-23  ,  15:30  ,  Schalke  ,  Braunschweig  ,  1:0 , 0:0  , 1 , 0  ,  0 , 0  , 2 , 0
1970  ,  1971  ,  18  ,  Saturday  ,  1971-01-23  ,  15:30  ,  Hannover  ,  RW Essen  ,  3:1 , 0:0  , 3 , 1  ,  0 , 0  , 2 , 0
1970  ,  1971  ,  18  ,  Saturday  ,  1971-01-23  ,  15:30  ,  Bielefeld  ,  Dortmund  ,  2:3 , 2:1  , 2 , 3  ,  2 , 1  , 0 , 2
1970  ,  1971  ,  18  ,  Saturday  ,  1971-01-23  ,  15:30  ,  Bayern  ,  Stuttgart  ,  1:0 , 0:0  , 1 , 0  ,  0 , 0  , 2 , 0
1970  ,  1971  ,  18  ,  Saturday  ,  1971-01-23  ,  15:30  ,  K'lautern  ,  Hertha  ,  2:0 , 0:0  , 2 , 0  ,  0 , 0  , 2 , 0
1970  ,  1971  ,  18  ,  Saturday  ,  1971-01-23  ,  15:30  ,  Offenbach  ,  Gladbach  ,  1:3 , 0:1  , 1 , 3  ,  0 , 1  , 0 , 2
1970  ,  1971  ,  19  ,  Saturday  ,  1971-01-30  ,  15:30  ,  Braunschweig  ,  Köln  ,  3:1 , 0:1  , 3 , 1  ,  0 , 1  , 2 , 0
1970  ,  1971  ,  19  ,  Saturday  ,  1971-01-30  ,  15:30  ,  Gladbach  ,  HSV  ,  3:0 , 0:0  , 3 , 0  ,  0 , 0  , 2 , 0
1970  ,  1971  ,  19  ,  Saturday  ,  1971-01-30  ,  15:30  ,  Duisburg  ,  Schalke  ,  1:0 , 0:0  , 1 , 0  ,  0 , 0  , 2 , 0
1970  ,  1971  ,  19  ,  Saturday  ,  1971-01-30  ,  15:30  ,  RW Essen  ,  Bielefeld  ,  2:1 , 2:0  , 2 , 1  ,  2 , 0  , 2 , 0
1970  ,  1971  ,  19  ,  Saturday  ,  1971-01-30  ,  15:30  ,  Stuttgart  ,  Oberhausen  ,  2:1 , 2:0  , 2 , 1  ,  2 , 0  , 2 , 0
1970  ,  1971  ,  19  ,  Saturday  ,  1971-01-30  ,  15:30  ,  Dortmund  ,  K'lautern  ,  0:2 , 0:2  , 0 , 2  ,  0 , 2  , 0 , 2
1970  ,  1971  ,  19  ,  Saturday  ,  1971-01-30  ,  15:30  ,  Hertha  ,  Bayern  ,  3:3 , 1:2  , 3 , 3  ,  1 , 2  , 1 , 1
1970  ,  1971  ,  19  ,  Saturday  ,  1971-01-30  ,  15:30  ,  Bremen  ,  Offenbach  ,  3:1 , 2:1  , 3 , 1  ,  2 , 1  , 2 , 0
1970  ,  1971  ,  19  ,  Saturday  ,  1971-01-30  ,  15:30  ,  Frankfurt  ,  Hannover  ,  2:1 , 1:0  , 2 , 1  ,  1 , 0  , 2 , 0
1970  ,  1971  ,  20  ,  Saturday  ,  1971-02-06  ,  15:30  ,  Köln  ,  Duisburg  ,  2:1 , 1:1  , 2 , 1  ,  1 , 1  , 2 , 0
1970  ,  1971  ,  20  ,  Saturday  ,  1971-02-06  ,  15:30  ,  Hannover  ,  Gladbach  ,  1:1 , 1:0  , 1 , 1  ,  1 , 0  , 1 , 1
1970  ,  1971  ,  20  ,  Saturday  ,  1971-02-06  ,  15:30  ,  Schalke  ,  Stuttgart  ,  2:1 , 0:0  , 2 , 1  ,  0 , 0  , 2 , 0
1970  ,  1971  ,  20  ,  Saturday  ,  1971-02-06  ,  15:30  ,  K'lautern  ,  RW Essen  ,  5:2 , 3:0  , 5 , 2  ,  3 , 0  , 2 , 0
1970  ,  1971  ,  20  ,  Saturday  ,  1971-02-06  ,  15:30  ,  Bielefeld  ,  Frankfurt  ,  1:0 , 0:0  , 1 , 0  ,  0 , 0  , 2 , 0
1970  ,  1971  ,  20  ,  Saturday  ,  1971-02-06  ,  15:30  ,  Bremen  ,  Braunschweig  ,  2:0 , 1:0  , 2 , 0  ,  1 , 0  , 2 , 0
1970  ,  1971  ,  20  ,  Saturday  ,  1971-02-06  ,  15:30  ,  Offenbach  ,  HSV  ,  3:3 , 0:1  , 3 , 3  ,  0 , 1  , 1 , 1
1970  ,  1971  ,  20  ,  Wednesday  ,  1971-03-03  ,  20:00  ,  Oberhausen  ,  Hertha  ,  1:1 , 0:1  , 1 , 1  ,  0 , 1  , 1 , 1
1970  ,  1971  ,  20  ,  Tuesday  ,  1971-05-04  ,  20:00  ,  Bayern  ,  Dortmund  ,  1:1 , 0:0  , 1 , 1  ,  0 , 0  , 1 , 1
1970  ,  1971  ,  21  ,  Saturday  ,  1971-02-13  ,  15:30  ,  Stuttgart  ,  Köln  ,  1:2 , 1:1  , 1 , 2  ,  1 , 1  , 0 , 2
1970  ,  1971  ,  21  ,  Saturday  ,  1971-02-13  ,  15:30  ,  Gladbach  ,  Bielefeld  ,  0:2 , 0:0  , 0 , 2  ,  0 , 0  , 0 , 2
1970  ,  1971  ,  21  ,  Saturday  ,  1971-02-13  ,  15:30  ,  Hertha  ,  Schalke  ,  2:1 , 1:0  , 2 , 1  ,  1 , 0  , 2 , 0
1970  ,  1971  ,  21  ,  Saturday  ,  1971-02-13  ,  15:30  ,  RW Essen  ,  Bayern  ,  3:1 , 0:1  , 3 , 1  ,  0 , 1  , 2 , 0
1970  ,  1971  ,  21  ,  Saturday  ,  1971-02-13  ,  15:30  ,  Dortmund  ,  Oberhausen  ,  2:0 , 0:0  , 2 , 0  ,  0 , 0  , 2 , 0
1970  ,  1971  ,  21  ,  Saturday  ,  1971-02-13  ,  15:30  ,  Frankfurt  ,  K'lautern  ,  3:2 , 1:1  , 3 , 2  ,  1 , 1  , 2 , 0
1970  ,  1971  ,  21  ,  Saturday  ,  1971-02-13  ,  15:30  ,  Duisburg  ,  Bremen  ,  3:1 , 1:0  , 3 , 1  ,  1 , 0  , 2 , 0
1970  ,  1971  ,  21  ,  Saturday  ,  1971-02-13  ,  15:30  ,  HSV  ,  Hannover  ,  1:0 , 1:0  , 1 , 0  ,  1 , 0  , 2 , 0
1970  ,  1971  ,  21  ,  Saturday  ,  1971-02-13  ,  15:30  ,  Braunschweig  ,  Offenbach  ,  3:0 , 1:0  , 3 , 0  ,  1 , 0  , 2 , 0
1970  ,  1971  ,  22  ,  Saturday  ,  1971-02-27  ,  15:30  ,  Köln  ,  Hertha  ,  3:2 , 1:0  , 3 , 2  ,  1 , 0  , 2 , 0
1970  ,  1971  ,  22  ,  Saturday  ,  1971-02-27  ,  15:30  ,  K'lautern  ,  Gladbach  ,  0:1 , 0:1  , 0 , 1  ,  0 , 1  , 0 , 2
1970  ,  1971  ,  22  ,  Saturday  ,  1971-02-27  ,  15:30  ,  Schalke  ,  Dortmund  ,  0:0 , 0:0  , 0 , 0  ,  0 , 0  , 1 , 1
1970  ,  1971  ,  22  ,  Saturday  ,  1971-02-27  ,  15:30  ,  Oberhausen  ,  RW Essen  ,  0:0 , 0:0  , 0 , 0  ,  0 , 0  , 1 , 1
1970  ,  1971  ,  22  ,  Saturday  ,  1971-02-27  ,  15:30  ,  Bremen  ,  Stuttgart  ,  3:1 , 1:0  , 3 , 1  ,  1 , 0  , 2 , 0
1970  ,  1971  ,  22  ,  Saturday  ,  1971-02-27  ,  15:30  ,  Bielefeld  ,  HSV  ,  1:1 , 0:1  , 1 , 1  ,  0 , 1  , 1 , 1
1970  ,  1971  ,  22  ,  Saturday  ,  1971-02-27  ,  15:30  ,  Braunschweig  ,  Duisburg  ,  5:0 , 3:0  , 5 , 0  ,  3 , 0  , 2 , 0
1970  ,  1971  ,  22  ,  Saturday  ,  1971-02-27  ,  15:30  ,  Offenbach  ,  Hannover  ,  1:5 , 0:1  , 1 , 5  ,  0 , 1  , 0 , 2
1970  ,  1971  ,  22  ,  Tuesday  ,  1971-05-18  ,  20:00  ,  Bayern  ,  Frankfurt  ,  2:1 , 1:0  , 2 , 1  ,  1 , 0  , 2 , 0
1970  ,  1971  ,  23  ,  Friday  ,  1971-03-05  ,  20:00  ,  Dortmund  ,  Köln  ,  0:0 , 0:0  , 0 , 0  ,  0 , 0  , 1 , 1
1970  ,  1971  ,  23  ,  Friday  ,  1971-03-05  ,  20:00  ,  RW Essen  ,  Schalke  ,  1:3 , 0:0  , 1 , 3  ,  0 , 0  , 0 , 2
1970  ,  1971  ,  23  ,  Friday  ,  1971-03-05  ,  20:00  ,  HSV  ,  K'lautern  ,  5:2 , 2:1  , 5 , 2  ,  2 , 1  , 2 , 0
1970  ,  1971  ,  23  ,  Saturday  ,  1971-03-06  ,  15:30  ,  Frankfurt  ,  Oberhausen  ,  5:0 , 2:0  , 5 , 0  ,  2 , 0  , 2 , 0
1970  ,  1971  ,  23  ,  Saturday  ,  1971-03-06  ,  15:30  ,  Hertha  ,  Bremen  ,  3:1 , 2:0  , 3 , 1  ,  2 , 0  , 2 , 0
1970  ,  1971  ,  23  ,  Saturday  ,  1971-03-06  ,  15:30  ,  Stuttgart  ,  Braunschweig  ,  1:1 , 1:0  , 1 , 1  ,  1 , 0  , 1 , 1
1970  ,  1971  ,  23  ,  Saturday  ,  1971-03-06  ,  15:30  ,  Hannover  ,  Bielefeld  ,  2:0 , 0:0  , 2 , 0  ,  0 , 0  , 2 , 0
1970  ,  1971  ,  23  ,  Saturday  ,  1971-03-06  ,  15:30  ,  Duisburg  ,  Offenbach  ,  2:2 , 1:1  , 2 , 2  ,  1 , 1  , 1 , 1
1970  ,  1971  ,  23  ,  Wednesday  ,  1971-04-14  ,  20:00  ,  Gladbach  ,  Bayern  ,  3:1 , 1:0  , 3 , 1  ,  1 , 0  , 2 , 0
1970  ,  1971  ,  24  ,  Saturday  ,  1971-03-13  ,  15:30  ,  Schalke  ,  Frankfurt  ,  4:1 , 3:1  , 4 , 1  ,  3 , 1  , 2 , 0
1970  ,  1971  ,  24  ,  Saturday  ,  1971-03-13  ,  15:30  ,  Bremen  ,  Dortmund  ,  3:1 , 1:1  , 3 , 1  ,  1 , 1  , 2 , 0
1970  ,  1971  ,  24  ,  Saturday  ,  1971-03-13  ,  15:30  ,  Bayern  ,  HSV  ,  6:2 , 3:1  , 6 , 2  ,  3 , 1  , 2 , 0
1970  ,  1971  ,  24  ,  Saturday  ,  1971-03-13  ,  15:30  ,  Braunschweig  ,  Hertha  ,  2:1 , 2:1  , 2 , 1  ,  2 , 1  , 2 , 0
1970  ,  1971  ,  24  ,  Saturday  ,  1971-03-13  ,  15:30  ,  Offenbach  ,  Bielefeld  ,  5:0 , 1:0  , 5 , 0  ,  1 , 0  , 2 , 0
1970  ,  1971  ,  24  ,  Thursday  ,  1971-04-08  ,  20:00  ,  K'lautern  ,  Hannover  ,  2:1 , 2:0  , 2 , 1  ,  2 , 0  , 2 , 0
1970  ,  1971  ,  24  ,  Tuesday  ,  1971-04-13  ,  20:00  ,  Duisburg  ,  Stuttgart  ,  1:0 , 1:0  , 1 , 0  ,  1 , 0  , 2 , 0
1970  ,  1971  ,  24  ,  Wednesday  ,  1971-04-28  ,  20:00  ,  Oberhausen  ,  Gladbach  ,  0:2 , 0:2  , 0 , 2  ,  0 , 2  , 0 , 2
1970  ,  1971  ,  24  ,  Wednesday  ,  1971-05-05  ,  20:00  ,  Köln  ,  RW Essen  ,  3:2 , 0:1  , 3 , 2  ,  0 , 1  , 2 , 0
1970  ,  1971  ,  25  ,  Friday  ,  1971-03-19  ,  20:00  ,  RW Essen  ,  Bremen  ,  2:2 , 1:1  , 2 , 2  ,  1 , 1  , 1 , 1
1970  ,  1971  ,  25  ,  Saturday  ,  1971-03-20  ,  15:30  ,  Frankfurt  ,  Köln  ,  1:1 , 1:1  , 1 , 1  ,  1 , 1  , 1 , 1
1970  ,  1971  ,  25  ,  Saturday  ,  1971-03-20  ,  15:30  ,  Gladbach  ,  Schalke  ,  2:0 , 2:0  , 2 , 0  ,  2 , 0  , 2 , 0
1970  ,  1971  ,  25  ,  Saturday  ,  1971-03-20  ,  15:30  ,  HSV  ,  Oberhausen  ,  0:0 , 0:0  , 0 , 0  ,  0 , 0  , 1 , 1
1970  ,  1971  ,  25  ,  Saturday  ,  1971-03-20  ,  15:30  ,  Dortmund  ,  Braunschweig  ,  1:1 , 0:1  , 1 , 1  ,  0 , 1  , 1 , 1
1970  ,  1971  ,  25  ,  Saturday  ,  1971-03-20  ,  15:30  ,  Hannover  ,  Bayern  ,  2:2 , 0:1  , 2 , 2  ,  0 , 1  , 1 , 1
1970  ,  1971  ,  25  ,  Saturday  ,  1971-03-20  ,  15:30  ,  Hertha  ,  Duisburg  ,  3:1 , 2:1  , 3 , 1  ,  2 , 1  , 2 , 0
1970  ,  1971  ,  25  ,  Saturday  ,  1971-03-20  ,  15:30  ,  Bielefeld  ,  K'lautern  ,  2:1 , 1:1  , 2 , 1  ,  1 , 1  , 2 , 0
1970  ,  1971  ,  25  ,  Saturday  ,  1971-03-20  ,  15:30  ,  Stuttgart  ,  Offenbach  ,  1:0 , 1:0  , 1 , 0  ,  1 , 0  , 2 , 0
1970  ,  1971  ,  26  ,  Friday  ,  1971-03-26  ,  20:00  ,  Oberhausen  ,  Hannover  ,  4:3 , 2:1  , 4 , 3  ,  2 , 1  , 2 , 0
1970  ,  1971  ,  26  ,  Saturday  ,  1971-03-27  ,  15:30  ,  Köln  ,  Gladbach  ,  3:2 , 3:1  , 3 , 2  ,  3 , 1  , 2 , 0
1970  ,  1971  ,  26  ,  Saturday  ,  1971-03-27  ,  15:30  ,  Schalke  ,  HSV  ,  3:1 , 1:0  , 3 , 1  ,  1 , 0  , 2 , 0
1970  ,  1971  ,  26  ,  Saturday  ,  1971-03-27  ,  15:30  ,  Braunschweig  ,  RW Essen  ,  1:0 , 1:0  , 1 , 0  ,  1 , 0  , 2 , 0
1970  ,  1971  ,  26  ,  Saturday  ,  1971-03-27  ,  15:30  ,  Duisburg  ,  Dortmund  ,  4:3 , 2:1  , 4 , 3  ,  2 , 1  , 2 , 0
1970  ,  1971  ,  26  ,  Saturday  ,  1971-03-27  ,  15:30  ,  Bayern  ,  Bielefeld  ,  2:0 , 1:0  , 2 , 0  ,  1 , 0  , 2 , 0
1970  ,  1971  ,  26  ,  Saturday  ,  1971-03-27  ,  15:30  ,  Stuttgart  ,  Hertha  ,  1:1 , 0:1  , 1 , 1  ,  0 , 1  , 1 , 1
1970  ,  1971  ,  26  ,  Saturday  ,  1971-03-27  ,  15:30  ,  Offenbach  ,  K'lautern  ,  2:2 , 1:1  , 2 , 2  ,  1 , 1  , 1 , 1
1970  ,  1971  ,  26  ,  Saturday  ,  1971-03-27  ,  15:30  ,  Bremen  ,  Frankfurt  ,  1:0 , 0:0  , 1 , 0  ,  0 , 0  , 2 , 0
1970  ,  1971  ,  27  ,  Friday  ,  1971-04-02  ,  20:00  ,  HSV  ,  Köln  ,  2:0 , 1:0  , 2 , 0  ,  1 , 0  , 2 , 0
1970  ,  1971  ,  27  ,  Friday  ,  1971-04-02  ,  20:00  ,  Bielefeld  ,  Oberhausen  ,  2:1 , 1:0  , 2 , 1  ,  1 , 0  , 2 , 0
1970  ,  1971  ,  27  ,  Saturday  ,  1971-04-03  ,  15:30  ,  Gladbach  ,  Bremen  ,  0:2, 0:0 , 0 , 2 ,  0 , 0 , 0 , 2
1970  ,  1971  ,  27  ,  Saturday  ,  1971-04-03  ,  15:30  ,  Hannover  ,  Schalke  ,  3:0 , 1:0  , 3 , 0  ,  1 , 0  , 2 , 0
1970  ,  1971  ,  27  ,  Saturday  ,  1971-04-03  ,  15:30  ,  RW Essen  ,  Duisburg  ,  1:1 , 1:1  , 1 , 1  ,  1 , 1  , 1 , 1
1970  ,  1971  ,  27  ,  Saturday  ,  1971-04-03  ,  15:30  ,  Dortmund  ,  Stuttgart  ,  3:1 , 1:1  , 3 , 1  ,  1 , 1  , 2 , 0
1970  ,  1971  ,  27  ,  Saturday  ,  1971-04-03  ,  15:30  ,  K'lautern  ,  Bayern  ,  2:1 , 0:0  , 2 , 1  ,  0 , 0  , 2 , 0
1970  ,  1971  ,  27  ,  Saturday  ,  1971-04-03  ,  15:30  ,  Hertha  ,  Offenbach  ,  3:1 , 3:1  , 3 , 1  ,  3 , 1  , 2 , 0
1970  ,  1971  ,  27  ,  Saturday  ,  1971-04-03  ,  15:30  ,  Frankfurt  ,  Braunschweig  ,  5:2 , 3:1  , 5 , 2  ,  3 , 1  , 2 , 0
1970  ,  1971  ,  28  ,  Saturday  ,  1971-04-17  ,  15:30  ,  Köln  ,  Hannover  ,  0:1 , 0:1  , 0 , 1  ,  0 , 1  , 0 , 2
