"","SeasonFrom","SeasonTo","Matchday","Day","Date","Time","Home","Guest","Score90","Score45","Score90Home","Score90Guest","Score45Home","Score45Guest","PointsHome","PointsGuest","GoalsTotal90","GoalsTotal45","HomeID","GuestID","DayID","DateInt","TimeInt"
"1",1963,1964,1,"Saturday",1963-08-24,17:00:00,"TSV 1860","Braunschweig","1:1","1:0",1,1,1,0,1,1,2,1,1,9,1,19630824,61200
"2",1963,1964,1,"Saturday",1963-08-24,17:00:00,"Münster","HSV","1:1","0:0",1,1,0,0,1,1,2,0,2,10,1,19630824,61200
"3",1963,1964,1,"Saturday",1963-08-24,17:00:00,"Saarbrücken","Köln","0:2","0:2",0,2,0,2,0,2,2,2,3,11,1,19630824,61200
"4",1963,1964,1,"Saturday",1963-08-24,17:00:00,"Karlsruhe","Meidericher SV","1:4","0:3",1,4,0,3,0,2,5,3,4,12,1,19630824,61200
"5",1963,1964,1,"Saturday",1963-08-24,17:00:00,"Frankfurt","K'lautern","1:1","1:1",1,1,1,1,1,1,2,2,5,13,1,19630824,61200
"6",1963,1964,1,"Saturday",1963-08-24,17:00:00,"Schalke","Stuttgart","2:0","2:0",2,0,2,0,2,0,2,2,6,14,1,19630824,61200
"7",1963,1964,1,"Saturday",1963-08-24,17:00:00,"Hertha","Nürnberg","1:1","0:1",1,1,0,1,1,1,2,1,7,15,1,19630824,61200
"8",1963,1964,1,"Saturday",1963-08-24,17:00:00,"Bremen","Dortmund","3:2","1:1",3,2,1,1,2,0,5,2,8,16,1,19630824,61200
"9",1963,1964,2,"Saturday",1963-08-31,17:00:00,"Braunschweig","Münster","1:0","1:0",1,0,1,0,2,0,1,1,9,2,1,19630831,61200
"10",1963,1964,2,"Saturday",1963-08-31,17:00:00,"HSV","Saarbrücken","4:2","1:2",4,2,1,2,2,0,6,3,10,3,1,19630831,61200
"11",1963,1964,2,"Saturday",1963-08-31,17:00:00,"Köln","Karlsruhe","4:0","2:0",4,0,2,0,2,0,4,2,11,4,1,19630831,61200
"12",1963,1964,2,"Saturday",1963-08-31,17:00:00,"Meidericher SV","Frankfurt","3:1","2:0",3,1,2,0,2,0,4,2,12,5,1,19630831,61200
"13",1963,1964,2,"Saturday",1963-08-31,17:00:00,"K'lautern","Schalke","2:3","1:1",2,3,1,1,0,2,5,2,13,6,1,19630831,61200
"14",1963,1964,2,"Saturday",1963-08-31,17:00:00,"Stuttgart","Hertha","2:0","2:0",2,0,2,0,2,0,2,2,14,7,1,19630831,61200
"15",1963,1964,2,"Saturday",1963-08-31,17:00:00,"Nürnberg","Bremen","3:0","2:0",3,0,2,0,2,0,3,2,15,8,1,19630831,61200
"16",1963,1964,2,"Saturday",1963-08-31,17:00:00,"Dortmund","TSV 1860","3:3","2:1",3,3,2,1,1,1,6,3,16,1,1,19630831,61200
"17",1963,1964,3,"Saturday",1963-09-07,16:30:00,"TSV 1860","Köln","1:3","0:0",1,3,0,0,0,2,4,0,1,11,1,19630907,59400
"18",1963,1964,3,"Saturday",1963-09-07,16:30:00,"Münster","Meidericher SV","4:2","2:0",4,2,2,0,2,0,6,2,2,12,1,19630907,59400
"19",1963,1964,3,"Saturday",1963-09-07,16:30:00,"Saarbrücken","Braunschweig","2:2","0:1",2,2,0,1,1,1,4,1,3,9,1,19630907,59400
"20",1963,1964,3,"Saturday",1963-09-07,16:30:00,"Karlsruhe","HSV","0:4","0:3",0,4,0,3,0,2,4,3,4,10,1,19630907,59400
"21",1963,1964,3,"Saturday",1963-09-07,16:30:00,"Frankfurt","Nürnberg","2:3","1:1",2,3,1,1,0,2,5,2,5,15,1,19630907,59400
"22",1963,1964,3,"Saturday",1963-09-07,16:30:00,"Schalke","Dortmund","3:1","1:1",3,1,1,1,2,0,4,2,6,16,1,19630907,59400
"23",1963,1964,3,"Saturday",1963-09-07,16:30:00,"Hertha","K'lautern","2:2","0:2",2,2,0,2,1,1,4,2,7,13,1,19630907,59400
"24",1963,1964,3,"Saturday",1963-09-07,16:30:00,"Bremen","Stuttgart","2:2","1:2",2,2,1,2,1,1,4,3,8,14,1,19630907,59400
"25",1963,1964,4,"Saturday",1963-09-14,16:30:00,"Braunschweig","Karlsruhe","2:0","1:0",2,0,1,0,2,0,2,1,9,4,1,19630914,59400
"26",1963,1964,4,"Saturday",1963-09-14,16:30:00,"HSV","Frankfurt","3:0","1:0",3,0,1,0,2,0,3,1,10,5,1,19630914,59400
"27",1963,1964,4,"Saturday",1963-09-14,16:30:00,"Köln","Schalke","2:2","1:2",2,2,1,2,1,1,4,3,11,6,1,19630914,59400
"28",1963,1964,4,"Saturday",1963-09-14,16:30:00,"Meidericher SV","Hertha","1:3","0:1",1,3,0,1,0,2,4,1,12,7,1,19630914,59400
"29",1963,1964,4,"Saturday",1963-09-14,16:30:00,"K'lautern","Bremen","3:0","1:0",3,0,1,0,2,0,3,1,13,8,1,19630914,59400
"30",1963,1964,4,"Saturday",1963-09-14,16:30:00,"Stuttgart","TSV 1860","1:1","1:1",1,1,1,1,1,1,2,2,14,1,1,19630914,59400
"31",1963,1964,4,"Saturday",1963-09-14,16:30:00,"Nürnberg","Münster","2:2","1:2",2,2,1,2,1,1,4,3,15,2,1,19630914,59400
"32",1963,1964,4,"Saturday",1963-09-14,16:30:00,"Dortmund","Saarbrücken","2:1","0:1",2,1,0,1,2,0,3,1,16,3,1,19630914,59400
"33",1963,1964,5,"Saturday",1963-09-21,16:30:00,"TSV 1860","K'lautern","3:0","0:0",3,0,0,0,2,0,3,0,1,13,1,19630921,59400
"34",1963,1964,5,"Saturday",1963-09-21,16:30:00,"Münster","Stuttgart","4:2","1:2",4,2,1,2,2,0,6,3,2,14,1,19630921,59400
"35",1963,1964,5,"Saturday",1963-09-21,16:30:00,"Saarbrücken","Nürnberg","3:5","2:2",3,5,2,2,0,2,8,4,3,15,1,19630921,59400
"36",1963,1964,5,"Saturday",1963-09-21,16:30:00,"Karlsruhe","Dortmund","1:3","0:2",1,3,0,2,0,2,4,2,4,16,1,19630921,59400
"37",1963,1964,5,"Saturday",1963-09-21,16:30:00,"Frankfurt","Braunschweig","3:0","2:0",3,0,2,0,2,0,3,2,5,9,1,19630921,59400
"38",1963,1964,5,"Saturday",1963-09-21,16:30:00,"Schalke","HSV","1:0","1:0",1,0,1,0,2,0,1,1,6,10,1,19630921,59400
"39",1963,1964,5,"Saturday",1963-09-21,16:30:00,"Hertha","Köln","0:3","0:1",0,3,0,1,0,2,3,1,7,11,1,19630921,59400
"40",1963,1964,5,"Saturday",1963-09-21,16:30:00,"Bremen","Meidericher SV","1:1","0:1",1,1,0,1,1,1,2,1,8,12,1,19630921,59400
"41",1963,1964,6,"Saturday",1963-10-05,15:30:00,"Köln","Bremen","4:3","0:1",4,3,0,1,2,0,7,1,11,8,1,19631005,55800
"42",1963,1964,6,"Saturday",1963-10-05,15:30:00,"Meidericher SV","TSV 1860","3:0","1:0",3,0,1,0,2,0,3,1,12,1,1,19631005,55800
"43",1963,1964,6,"Saturday",1963-10-05,15:30:00,"K'lautern","Münster","0:0","0:0",0,0,0,0,1,1,0,0,13,2,1,19631005,55800
"44",1963,1964,6,"Saturday",1963-10-05,15:30:00,"Stuttgart","Saarbrücken","3:1","1:0",3,1,1,0,2,0,4,1,14,3,1,19631005,55800
"45",1963,1964,6,"Saturday",1963-10-05,18:30:00,"Nürnberg","Karlsruhe","2:4","2:1",2,4,2,1,0,2,6,3,15,4,1,19631005,66600
"46",1963,1964,6,"Saturday",1963-10-05,19:00:00,"HSV","Hertha","5:1","1:1",5,1,1,1,2,0,6,2,10,7,1,19631005,68400
"47",1963,1964,6,"Saturday",1963-10-05,20:00:00,"Braunschweig","Schalke","4:3","2:1",4,3,2,1,2,0,7,3,9,6,1,19631005,72000
"48",1963,1964,6,"Saturday",1963-10-05,20:00:00,"Dortmund","Frankfurt","3:0","3:0",3,0,3,0,2,0,3,3,16,5,1,19631005,72000
"49",1963,1964,7,"Saturday",1963-10-12,15:30:00,"TSV 1860","Nürnberg","5:0","3:0",5,0,3,0,2,0,5,3,1,15,1,19631012,55800
"50",1963,1964,7,"Saturday",1963-10-12,15:30:00,"Saarbrücken","K'lautern","2:4","2:1",2,4,2,1,0,2,6,3,3,13,1,19631012,55800
"51",1963,1964,7,"Saturday",1963-10-12,15:30:00,"Karlsruhe","Stuttgart","0:3","0:2",0,3,0,2,0,2,3,2,4,14,1,19631012,55800
"52",1963,1964,7,"Saturday",1963-10-12,15:30:00,"Schalke","Meidericher SV","2:2","2:1",2,2,2,1,1,1,4,3,6,12,1,19631012,55800
"53",1963,1964,7,"Saturday",1963-10-12,15:30:00,"Frankfurt","Köln","2:1","2:1",2,1,2,1,2,0,3,3,5,11,1,19631012,55800
"54",1963,1964,7,"Saturday",1963-10-12,15:30:00,"Hertha","Braunschweig","1:2","1:2",1,2,1,2,0,2,3,3,7,9,1,19631012,55800
"55",1963,1964,7,"Saturday",1963-10-12,17:00:00,"Bremen","HSV","4:2","2:1",4,2,2,1,2,0,6,3,8,10,1,19631012,61200
"56",1963,1964,7,"Saturday",1963-10-12,18:00:00,"Münster","Dortmund","1:2","1:0",1,2,1,0,0,2,3,1,2,16,1,19631012,64800
"57",1963,1964,8,"Saturday",1963-10-19,15:30:00,"Braunschweig","Bremen","1:1","1:1",1,1,1,1,1,1,2,2,9,8,1,19631019,55800
"58",1963,1964,8,"Saturday",1963-10-19,15:30:00,"HSV","TSV 1860","5:0","3:0",5,0,3,0,2,0,5,3,10,1,1,19631019,55800
"59",1963,1964,8,"Saturday",1963-10-19,15:30:00,"Köln","Münster","3:0","1:0",3,0,1,0,2,0,3,1,11,2,1,19631019,55800
"60",1963,1964,8,"Saturday",1963-10-19,15:30:00,"Meidericher SV","Saarbrücken","3:1","1:1",3,1,1,1,2,0,4,2,12,3,1,19631019,55800
"61",1963,1964,8,"Saturday",1963-10-19,15:30:00,"K'lautern","Karlsruhe","1:0","0:0",1,0,0,0,2,0,1,0,13,4,1,19631019,55800
"62",1963,1964,8,"Saturday",1963-10-19,15:30:00,"Stuttgart","Frankfurt","0:0","0:0",0,0,0,0,1,1,0,0,14,5,1,19631019,55800
"63",1963,1964,8,"Saturday",1963-10-19,15:30:00,"Nürnberg","Schalke","0:2","0:1",0,2,0,1,0,2,2,1,15,6,1,19631019,55800
"64",1963,1964,8,"Saturday",1963-10-19,15:30:00,"Dortmund","Hertha","7:2","4:1",7,2,4,1,2,0,9,5,16,7,1,19631019,55800
"65",1963,1964,9,"Saturday",1963-10-26,15:30:00,"HSV","Braunschweig","2:1","1:1",2,1,1,1,2,0,3,2,10,9,1,19631026,55800
"66",1963,1964,9,"Saturday",1963-10-26,15:30:00,"Köln","Meidericher SV","3:3","1:2",3,3,1,2,1,1,6,3,11,12,1,19631026,55800
"67",1963,1964,9,"Saturday",1963-10-26,15:30:00,"Stuttgart","Dortmund","2:1","1:0",2,1,1,0,2,0,3,1,14,16,1,19631026,55800
"68",1963,1964,9,"Saturday",1963-10-26,15:30:00,"Nürnberg","K'lautern","0:5","0:3",0,5,0,3,0,2,5,3,15,13,1,19631026,55800
"69",1963,1964,9,"Saturday",1963-10-26,15:30:00,"Münster","TSV 1860","0:0","0:0",0,0,0,0,1,1,0,0,2,1,1,19631026,55800
"70",1963,1964,9,"Saturday",1963-10-26,15:30:00,"Saarbrücken","Karlsruhe","1:3","0:1",1,3,0,1,0,2,4,1,3,4,1,19631026,55800
"71",1963,1964,9,"Saturday",1963-10-26,15:30:00,"Schalke","Bremen","2:3","1:1",2,3,1,1,0,2,5,2,6,8,1,19631026,55800
"72",1963,1964,9,"Saturday",1963-10-26,15:30:00,"Hertha","Frankfurt","1:3","1:0",1,3,1,0,0,2,4,1,7,5,1,19631026,55800
"73",1963,1964,10,"Saturday",1963-11-09,14:30:00,"Braunschweig","Köln","1:1","1:1",1,1,1,1,1,1,2,2,9,11,1,19631109,52200
"74",1963,1964,10,"Saturday",1963-11-09,14:30:00,"Meidericher SV","HSV","4:0","0:0",4,0,0,0,2,0,4,0,12,10,1,19631109,52200
"75",1963,1964,10,"Saturday",1963-11-09,14:30:00,"K'lautern","Stuttgart","1:3","1:2",1,3,1,2,0,2,4,3,13,14,1,19631109,52200
"76",1963,1964,10,"Saturday",1963-11-09,14:30:00,"Karlsruhe","Münster","4:2","4:1",4,2,4,1,2,0,6,5,4,2,1,19631109,52200
"77",1963,1964,10,"Saturday",1963-11-09,17:00:00,"TSV 1860","Saarbrücken","7:1","1:1",7,1,1,1,2,0,8,2,1,3,1,19631109,61200
"78",1963,1964,10,"Saturday",1963-11-09,17:00:00,"Frankfurt","Schalke","4:2","1:1",4,2,1,1,2,0,6,2,5,6,1,19631109,61200
"79",1963,1964,10,"Saturday",1963-11-09,17:00:00,"Bremen","Hertha","2:2","1:0",2,2,1,0,1,1,4,1,8,7,1,19631109,61200
"80",1963,1964,10,"Saturday",1963-11-09,19:00:00,"Dortmund","Nürnberg","3:1","1:1",3,1,1,1,2,0,4,2,16,15,1,19631109,68400
"81",1963,1964,11,"Saturday",1963-11-16,14:30:00,"Braunschweig","Meidericher SV","0:0","0:0",0,0,0,0,1,1,0,0,9,12,1,19631116,52200
"82",1963,1964,11,"Saturday",1963-11-16,14:30:00,"Köln","HSV","4:1","1:1",4,1,1,1,2,0,5,2,11,10,1,19631116,52200
"83",1963,1964,11,"Saturday",1963-11-16,14:30:00,"Stuttgart","Nürnberg","1:0","1:0",1,0,1,0,2,0,1,1,14,15,1,19631116,52200
"84",1963,1964,11,"Saturday",1963-11-16,14:30:00,"Saarbrücken","Münster","1:1","1:1",1,1,1,1,1,1,2,2,3,2,1,19631116,52200
"85",1963,1964,11,"Saturday",1963-11-16,17:00:00,"TSV 1860","Karlsruhe","1:0","0:0",1,0,0,0,2,0,1,0,1,4,1,19631116,61200
"86",1963,1964,11,"Saturday",1963-11-16,17:00:00,"Bremen","Frankfurt","4:1","2:1",4,1,2,1,2,0,5,3,8,5,1,19631116,61200
"87",1963,1964,11,"Saturday",1963-11-16,17:30:00,"Dortmund","K'lautern","9:3","5:1",9,3,5,1,2,0,12,6,16,13,1,19631116,63000
"88",1963,1964,11,"Saturday",1963-11-16,19:00:00,"Schalke","Hertha","1:0","0:0",1,0,0,0,2,0,1,0,6,7,1,19631116,68400
"89",1963,1964,12,"Saturday",1963-11-23,14:30:00,"K'lautern","Braunschweig","2:1","1:0",2,1,1,0,2,0,3,1,13,9,1,19631123,52200
"90",1963,1964,12,"Saturday",1963-11-23,14:30:00,"HSV","Stuttgart","1:1","0:1",1,1,0,1,1,1,2,1,10,14,1,19631123,52200
"91",1963,1964,12,"Saturday",1963-11-23,14:30:00,"Meidericher SV","Dortmund","3:3","1:3",3,3,1,3,1,1,6,4,12,16,1,19631123,52200
"92",1963,1964,12,"Saturday",1963-11-23,14:30:00,"Nürnberg","Köln","2:2","2:1",2,2,2,1,1,1,4,3,15,11,1,19631123,52200
"93",1963,1964,12,"Saturday",1963-11-23,14:30:00,"Karlsruhe","Bremen","1:1","1:0",1,1,1,0,1,1,2,1,4,8,1,19631123,52200
"94",1963,1964,12,"Saturday",1963-11-23,14:30:00,"Hertha","Saarbrücken","3:2","1:2",3,2,1,2,2,0,5,3,7,3,1,19631123,52200
"95",1963,1964,12,"Saturday",1963-11-23,14:30:00,"Münster","Schalke","2:2","1:0",2,2,1,0,1,1,4,1,2,6,1,19631123,52200
"96",1963,1964,12,"Saturday",1963-11-23,17:00:00,"Frankfurt","TSV 1860","5:2","2:1",5,2,2,1,2,0,7,3,5,1,1,19631123,61200
"97",1963,1964,13,"Saturday",1963-11-30,14:30:00,"K'lautern","HSV","3:2","2:0",3,2,2,0,2,0,5,2,13,10,1,19631130,52200
"98",1963,1964,13,"Saturday",1963-11-30,14:30:00,"Nürnberg","Meidericher SV","2:0","1:0",2,0,1,0,2,0,2,1,15,12,1,19631130,52200
"99",1963,1964,13,"Saturday",1963-11-30,14:30:00,"Hertha","Karlsruhe","2:3","1:2",2,3,1,2,0,2,5,3,7,4,1,19631130,52200
"100",1963,1964,13,"Saturday",1963-11-30,17:00:00,"Stuttgart","Braunschweig","5:0","3:0",5,0,3,0,2,0,5,3,14,9,1,19631130,61200
"101",1963,1964,13,"Saturday",1963-11-30,17:00:00,"Frankfurt","Münster","3:0","0:0",3,0,0,0,2,0,3,0,5,2,1,19631130,61200
"102",1963,1964,13,"Saturday",1963-11-30,17:00:00,"Bremen","Saarbrücken","0:3","0:1",0,3,0,1,0,2,3,1,8,3,1,19631130,61200
"103",1963,1964,13,"Saturday",1963-11-30,19:00:00,"Schalke","TSV 1860","2:1","2:0",2,1,2,0,2,0,3,2,6,1,1,19631130,68400
"104",1963,1964,13,"Saturday",1963-11-30,20:00:00,"Dortmund","Köln","2:3","2:3",2,3,2,3,0,2,5,5,16,11,1,19631130,72000
"105",1963,1964,14,"Saturday",1963-12-07,14:15:00,"Meidericher SV","Stuttgart","3:0","1:0",3,0,1,0,2,0,3,1,12,14,1,19631207,51300
"106",1963,1964,14,"Saturday",1963-12-07,14:15:00,"Münster","Bremen","1:3","0:2",1,3,0,2,0,2,4,2,2,8,1,19631207,51300
"107",1963,1964,14,"Saturday",1963-12-07,15:00:00,"Karlsruhe","Schalke","1:1","0:0",1,1,0,0,1,1,2,0,4,6,1,19631207,54000
"108",1963,1964,14,"Saturday",1963-12-07,17:00:00,"TSV 1860","Hertha","1:2","0:0",1,2,0,0,0,2,3,0,1,7,1,19631207,61200
"109",1963,1964,14,"Saturday",1963-12-07,18:30:00,"Saarbrücken","Frankfurt","0:4","0:2",0,4,0,2,0,2,4,2,3,5,1,19631207,66600
"110",1963,1964,14,"Saturday",1963-12-07,19:00:00,"Braunschweig","Nürnberg","2:0","0:0",2,0,0,0,2,0,2,0,9,15,1,19631207,68400
"111",1963,1964,14,"Saturday",1963-12-07,19:00:00,"Köln","K'lautern","5:1","1:0",5,1,1,0,2,0,6,1,11,13,1,19631207,68400
"112",1963,1964,14,"Saturday",1963-12-21,14:00:00,"HSV","Dortmund","2:1","0:1",2,1,0,1,2,0,3,1,10,16,1,19631221,50400
"113",1963,1964,15,"Saturday",1963-12-14,14:15:00,"K'lautern","Meidericher SV","1:1","0:0",1,1,0,0,1,1,2,0,13,12,1,19631214,51300
"114",1963,1964,15,"Saturday",1963-12-14,14:15:00,"Nürnberg","HSV","3:2","1:1",3,2,1,1,2,0,5,2,15,10,1,19631214,51300
"115",1963,1964,15,"Saturday",1963-12-14,14:15:00,"Frankfurt","Karlsruhe","0:3","0:1",0,3,0,1,0,2,3,1,5,4,1,19631214,51300
"116",1963,1964,15,"Saturday",1963-12-14,14:15:00,"Bremen","TSV 1860","4:1","1:1",4,1,1,1,2,0,5,2,8,1,1,19631214,51300
"117",1963,1964,15,"Saturday",1963-12-14,16:30:00,"Schalke","Saarbrücken","4:1","0:0",4,1,0,0,2,0,5,0,6,3,1,19631214,59400
"118",1963,1964,15,"Saturday",1963-12-14,16:45:00,"Stuttgart","Köln","0:1","0:0",0,1,0,0,0,2,1,0,14,11,1,19631214,60300
"119",1963,1964,15,"Saturday",1963-12-14,17:00:00,"Hertha","Münster","2:0","1:0",2,0,1,0,2,0,2,1,7,2,1,19631214,61200
"120",1963,1964,15,"Saturday",1963-12-14,20:00:00,"Dortmund","Braunschweig","3:0","1:0",3,0,1,0,2,0,3,1,16,9,1,19631214,72000
"121",1963,1964,16,"Saturday",1964-01-11,14:30:00,"HSV","Münster","5:0","2:0",5,0,2,0,2,0,5,2,10,2,1,19640111,52200
"122",1963,1964,16,"Saturday",1964-01-11,14:30:00,"Köln","Saarbrücken","1:3","1:3",1,3,1,3,0,2,4,4,11,3,1,19640111,52200
"123",1963,1964,16,"Saturday",1964-01-11,14:30:00,"Meidericher SV","Karlsruhe","2:0","2:0",2,0,2,0,2,0,2,2,12,4,1,19640111,52200
"124",1963,1964,16,"Saturday",1964-01-11,14:30:00,"K'lautern","Frankfurt","1:1","1:1",1,1,1,1,1,1,2,2,13,5,1,19640111,52200
"125",1963,1964,16,"Saturday",1964-01-11,14:30:00,"Nürnberg","Hertha","2:3","2:2",2,3,2,2,0,2,5,4,15,7,1,19640111,52200
"126",1963,1964,16,"Saturday",1964-01-11,14:30:00,"Dortmund","Bremen","4:3","4:0",4,3,4,0,2,0,7,4,16,8,1,19640111,52200
"127",1963,1964,16,"Saturday",1964-01-11,17:00:00,"Braunschweig","TSV 1860","0:1","0:1",0,1,0,1,0,2,1,1,9,1,1,19640111,61200
"128",1963,1964,16,"Saturday",1964-02-08,15:30:00,"Stuttgart","Schalke","2:0","1:0",2,0,1,0,2,0,2,1,14,6,1,19640208,55800
"129",1963,1964,17,"Saturday",1964-01-18,14:30:00,"Münster","Braunschweig","0:2","0:0",0,2,0,0,0,2,2,0,2,9,1,19640118,52200
"130",1963,1964,17,"Saturday",1964-01-18,14:30:00,"Karlsruhe","Köln","2:2","0:1",2,2,0,1,1,1,4,1,4,11,1,19640118,52200
"131",1963,1964,17,"Saturday",1964-01-18,14:30:00,"Schalke","K'lautern","4:0","2:0",4,0,2,0,2,0,4,2,6,13,1,19640118,52200
"132",1963,1964,17,"Saturday",1964-01-18,14:30:00,"Hertha","Stuttgart","0:2","0:0",0,2,0,0,0,2,2,0,7,14,1,19640118,52200
"133",1963,1964,17,"Saturday",1964-01-18,14:30:00,"TSV 1860","Dortmund","6:1","4:1",6,1,4,1,2,0,7,5,1,16,1,19640118,52200
"134",1963,1964,17,"Saturday",1964-01-18,17:00:00,"Bremen","Nürnberg","2:1","1:1",2,1,1,1,2,0,3,2,8,15,1,19640118,61200
"135",1963,1964,17,"Saturday",1964-02-08,15:30:00,"Saarbrücken","HSV","1:1","0:0",1,1,0,0,1,1,2,0,3,10,1,19640208,55800
"136",1963,1964,17,"Saturday",1964-02-08,15:30:00,"Frankfurt","Meidericher SV","2:2","1:1",2,2,1,1,1,1,4,2,5,12,1,19640208,55800
"137",1963,1964,18,"Saturday",1964-01-25,14:30:00,"Köln","TSV 1860","2:2","1:1",2,2,1,1,1,1,4,2,11,1,1,19640125,52200
"138",1963,1964,18,"Saturday",1964-01-25,14:30:00,"Meidericher SV","Münster","0:0","0:0",0,0,0,0,1,1,0,0,12,2,1,19640125,52200
"139",1963,1964,18,"Saturday",1964-01-25,14:30:00,"HSV","Karlsruhe","1:1","0:1",1,1,0,1,1,1,2,1,10,4,1,19640125,52200
"140",1963,1964,18,"Saturday",1964-01-25,14:30:00,"Nürnberg","Frankfurt","1:0","1:0",1,0,1,0,2,0,1,1,15,5,1,19640125,52200
"141",1963,1964,18,"Saturday",1964-01-25,14:30:00,"Dortmund","Schalke","3:0","0:0",3,0,0,0,2,0,3,0,16,6,1,19640125,52200
"142",1963,1964,18,"Saturday",1964-02-08,15:30:00,"K'lautern","Hertha","3:0","1:0",3,0,1,0,2,0,3,1,13,7,1,19640208,55800
"143",1963,1964,18,"Thursday",1964-03-26,19:30:00,"Braunschweig","Saarbrücken","3:1","1:1",3,1,1,1,2,0,4,2,9,3,2,19640326,70200
"144",1963,1964,18,"Monday",1964-03-30,15:00:00,"Stuttgart","Bremen","2:0","1:0",2,0,1,0,2,0,2,1,14,8,3,19640330,54000
"145",1963,1964,19,"Saturday",1964-02-01,15:30:00,"Karlsruhe","Braunschweig","3:1","1:0",3,1,1,0,2,0,4,1,4,9,1,19640201,55800
"146",1963,1964,19,"Saturday",1964-02-01,15:30:00,"Schalke","Köln","2:3","0:2",2,3,0,2,0,2,5,2,6,11,1,19640201,55800
"147",1963,1964,19,"Saturday",1964-02-01,17:00:00,"Bremen","K'lautern","2:0","1:0",2,0,1,0,2,0,2,1,8,13,1,19640201,61200
"148",1963,1964,19,"Saturday",1964-02-08,15:30:00,"Münster","Nürnberg","0:1","0:0",0,1,0,0,0,2,1,0,2,15,1,19640208,55800
"149",1963,1964,19,"Thursday",1964-03-26,20:15:00,"TSV 1860","Stuttgart","1:1","1:0",1,1,1,0,1,1,2,1,1,14,2,19640326,72900
"150",1963,1964,19,"Friday",1964-03-27,16:30:00,"Hertha","Meidericher SV","5:2","3:1",5,2,3,1,2,0,7,4,7,12,4,19640327,59400
"151",1963,1964,19,"Monday",1964-03-30,14:30:00,"Saarbrücken","Dortmund","2:1","0:0",2,1,0,0,2,0,3,0,3,16,3,19640330,52200
"152",1963,1964,19,"Monday",1964-03-30,18:00:00,"Frankfurt","HSV","2:2","1:1",2,2,1,1,1,1,4,2,5,10,3,19640330,64800
"153",1963,1964,20,"Saturday",1964-02-15,15:30:00,"K'lautern","TSV 1860","2:1","1:0",2,1,1,0,2,0,3,1,13,1,1,19640215,55800
"154",1963,1964,20,"Saturday",1964-02-15,15:30:00,"Stuttgart","Münster","0:3","0:1",0,3,0,1,0,2,3,1,14,2,1,19640215,55800
"155",1963,1964,20,"Saturday",1964-02-15,15:30:00,"Nürnberg","Saarbrücken","2:0","1:0",2,0,1,0,2,0,2,1,15,3,1,19640215,55800
"156",1963,1964,20,"Saturday",1964-02-15,15:30:00,"Dortmund","Karlsruhe","3:2","2:1",3,2,2,1,2,0,5,3,16,4,1,19640215,55800
"157",1963,1964,20,"Saturday",1964-02-15,15:30:00,"Braunschweig","Frankfurt","0:3","0:2",0,3,0,2,0,2,3,2,9,5,1,19640215,55800
"158",1963,1964,20,"Saturday",1964-02-15,15:30:00,"HSV","Schalke","3:1","0:0",3,1,0,0,2,0,4,0,10,6,1,19640215,55800
"159",1963,1964,20,"Saturday",1964-02-15,15:30:00,"Köln","Hertha","3:1","2:0",3,1,2,0,2,0,4,2,11,7,1,19640215,55800
"160",1963,1964,20,"Saturday",1964-02-15,15:30:00,"Meidericher SV","Bremen","1:0","0:0",1,0,0,0,2,0,1,0,12,8,1,19640215,55800
"161",1963,1964,21,"Saturday",1964-02-22,15:30:00,"Schalke","Braunschweig","2:0","1:0",2,0,1,0,2,0,2,1,6,9,1,19640222,55800
"162",1963,1964,21,"Saturday",1964-02-22,15:30:00,"Hertha","HSV","1:2","0:1",1,2,0,1,0,2,3,1,7,10,1,19640222,55800
"163",1963,1964,21,"Saturday",1964-02-22,15:30:00,"Bremen","Köln","1:1","1:0",1,1,1,0,1,1,2,1,8,11,1,19640222,55800
"164",1963,1964,21,"Saturday",1964-02-22,15:30:00,"Münster","K'lautern","1:0","0:0",1,0,0,0,2,0,1,0,2,13,1,19640222,55800
"165",1963,1964,21,"Saturday",1964-02-22,15:30:00,"Saarbrücken","Stuttgart","0:1","0:0",0,1,0,0,0,2,1,0,3,14,1,19640222,55800
"166",1963,1964,21,"Saturday",1964-02-22,15:30:00,"Karlsruhe","Nürnberg","1:3","1:2",1,3,1,2,0,2,4,3,4,15,1,19640222,55800
"167",1963,1964,21,"Saturday",1964-02-22,15:30:00,"Frankfurt","Dortmund","2:1","1:0",2,1,1,0,2,0,3,1,5,16,1,19640222,55800
"168",1963,1964,21,"Tuesday",1964-03-31,20:15:00,"TSV 1860","Meidericher SV","0:0","0:0",0,0,0,0,1,1,0,0,1,12,5,19640331,72900
"169",1963,1964,22,"Saturday",1964-02-29,15:30:00,"Nürnberg","TSV 1860","2:2","1:1",2,2,1,1,1,1,4,2,15,1,1,19640229,55800
"170",1963,1964,22,"Saturday",1964-02-29,15:30:00,"Dortmund","Münster","0:0","0:0",0,0,0,0,1,1,0,0,16,2,1,19640229,55800
"171",1963,1964,22,"Saturday",1964-02-29,15:30:00,"K'lautern","Saarbrücken","2:4","1:2",2,4,1,2,0,2,6,3,13,3,1,19640229,55800
"172",1963,1964,22,"Saturday",1964-02-29,15:30:00,"Stuttgart","Karlsruhe","4:1","3:0",4,1,3,0,2,0,5,3,14,4,1,19640229,55800
