;SeasonFrom;SeasonTo;Matchday;Day;Date;Time;Home;Guest;Score90;Score45;Score90Home;Score90Guest;Score45Home;Score45Guest;PointsHome;PointsGuest;Aborted;Annulled;League
6394;1983;1984;19;Saturday;;;1. FC Nürnberg;Bayer 04 Leverkusen;2:3;0:1;2;3;0;1;2;0;False;False;1. Bundesliga
6395;1983;1984;19;Saturday;;;Eintracht Frankfurt;Bayer 05 Uerdingen;2:2;2:0;2;2;2;0;1;1;False;False;1. Bundesliga
6396;1983;1984;19;Saturday;;;Hamburger SV;Borussia Dortmund;7:2;2:1;7;2;2;1;0;2;False;False;1. Bundesliga
6397;1983;1984;19;Saturday;;;VfB Stuttgart;1. FC Kaiserslautern;5:1;2:0;5;1;2;0;0;2;False;False;1. Bundesliga
6398;1983;1984;19;Saturday;;;VfL Bochum;Werder Bremen;3:3;2:0;3;3;2;0;1;1;False;False;1. Bundesliga
6399;1983;1984;19;Tuesday;;;1. FC Köln;Fortuna Düsseldorf;1:0;0:0;1;0;0;0;0;2;False;False;1. Bundesliga
6400;1983;1984;20;Friday;;;Fortuna Düsseldorf;Bayern München;4:1;3:0;4;1;3;0;0;2;False;False;1. Bundesliga
6401;1983;1984;20;Saturday;;;Waldhof Mannheim;VfB Stuttgart;2:2;2:0;2;2;2;0;1;1;False;False;1. Bundesliga
6402;1983;1984;20;Saturday;;;Bayer 05 Uerdingen;Hamburger SV;3:1;1:0;3;1;1;0;0;2;False;False;1. Bundesliga
6403;1983;1984;20;Saturday;;;Bayer 04 Leverkusen;Eintracht Frankfurt;2:2;2:0;2;2;2;0;1;1;False;False;1. Bundesliga
6404;1983;1984;20;Saturday;;;Arminia Bielefeld;1. FC Nürnberg;1:0;1:0;1;0;1;0;0;2;False;False;1. Bundesliga
6405;1983;1984;20;Saturday;;;Kickers Offenbach;1. FC Köln;2:0;0:0;2;0;0;0;0;2;False;False;1. Bundesliga
6406;1983;1984;20;Saturday;;;Werder Bremen;Bor. Mönchengladbach;2:0;0:0;2;0;0;0;0;2;False;False;1. Bundesliga
6407;1983;1984;20;Saturday;;;Eintracht Braunschweig;VfL Bochum;3:1;1:0;3;1;1;0;0;2;False;False;1. Bundesliga
6408;1983;1984;20;Saturday;;;Borussia Dortmund;1. FC Kaiserslautern;1:0;1:0;1;0;1;0;0;2;False;False;1. Bundesliga
6409;1983;1984;20;Tuesday;;;1. FC Köln;Fortuna Düsseldorf;1:0;0:0;1;0;0;0;0;2;False;False;1. Bundesliga
6410;1983;1984;21;Saturday;;;Bor. Mönchengladbach;Eintracht Braunschweig;6:2;1:1;6;2;1;1;0;2;False;False;1. Bundesliga
6411;1983;1984;21;Saturday;;;1. FC Nürnberg;Fortuna Düsseldorf;2:1;1:1;2;1;1;1;0;2;False;False;1. Bundesliga
6412;1983;1984;21;Saturday;;;Eintracht Frankfurt;Arminia Bielefeld;1:1;0:1;1;1;0;1;1;1;False;False;1. Bundesliga
6413;1983;1984;21;Saturday;;;Hamburger SV;Bayer 04 Leverkusen;3:0;2:0;3;0;2;0;0;2;False;False;1. Bundesliga
6414;1983;1984;21;Saturday;;;1. FC Kaiserslautern;Bayer 05 Uerdingen;5:2;3:1;5;2;3;1;0;2;False;False;1. Bundesliga
6415;1983;1984;21;Saturday;;;VfB Stuttgart;Borussia Dortmund;3:1;2:0;3;1;2;0;0;2;False;False;1. Bundesliga
6416;1983;1984;21;Saturday;;;VfL Bochum;Waldhof Mannheim;1:0;0:0;1;0;0;0;0;2;False;False;1. Bundesliga
6417;1983;1984;21;Saturday;;;1. FC Köln;Werder Bremen;1:4;0:1;1;4;0;1;2;0;False;False;1. Bundesliga
6418;1983;1984;21;Tuesday;;;Bayern München;Kickers Offenbach;9:0;5:0;9;0;5;0;0;2;False;False;1. Bundesliga
6419;1983;1984;22;Saturday;;;Bor. Mönchengladbach;VfL Bochum;4:2;1:2;4;2;1;2;0;2;False;False;1. Bundesliga
6420;1983;1984;22;Saturday;;;Hamburger SV;Fortuna Düsseldorf;5:2;3:1;5;2;3;1;0;2;False;False;1. Bundesliga
6421;1983;1984;22;Saturday;;;Bayern München;Eintracht Braunschweig;6:0;1:0;6;0;1;0;0;2;False;False;1. Bundesliga
6422;1983;1984;22;Saturday;;;Eintracht Frankfurt;Kickers Offenbach;3:0;1:0;3;0;1;0;0;2;False;False;1. Bundesliga
6423;1983;1984;22;Saturday;;;1. FC Köln;Waldhof Mannheim;2:0;1:0;2;0;1;0;0;2;False;False;1. Bundesliga
6424;1983;1984;22;Saturday;;;1. FC Nürnberg;Werder Bremen;2:0;1:0;2;0;1;0;0;2;False;False;1. Bundesliga
6425;1983;1984;22;Saturday;;;Borussia Dortmund;Bayer 04 Leverkusen;3:0;3:0;3;0;3;0;0;2;False;False;1. Bundesliga
6426;1983;1984;22;Saturday;;;1. FC Kaiserslautern;Arminia Bielefeld;6:0;1:0;6;0;1;0;0;2;False;False;1. Bundesliga
6427;1983;1984;22;Tuesday;;;VfB Stuttgart;Bayer 05 Uerdingen;4:0;2:0;4;0;2;0;0;2;False;False;1. Bundesliga
6428;1983;1984;23;Friday;;;Kickers Offenbach;Hamburger SV;0:4;0:2;0;4;0;2;2;0;False;False;1. Bundesliga
6429;1983;1984;23;Friday;;;Werder Bremen;Eintracht Frankfurt;2:3;1:2;2;3;1;2;2;0;False;False;1. Bundesliga
6430;1983;1984;23;Saturday;;;Bor. Mönchengladbach;VfB Stuttgart;2:0;0:0;2;0;0;0;0;2;False;False;1. Bundesliga
6431;1983;1984;23;Saturday;;;Arminia Bielefeld;Borussia Dortmund;0:0;0:0;0;0;0;0;1;1;False;False;1. Bundesliga
6432;1983;1984;23;Saturday;;;VfL Bochum;1. FC Köln;2:3;0:0;2;3;0;0;2;0;False;False;1. Bundesliga
6433;1983;1984;23;Saturday;;;Eintracht Braunschweig;1. FC Nürnberg;1:0;0:0;1;0;0;0;0;2;False;False;1. Bundesliga
6434;1983;1984;23;Saturday;;;Fortuna Düsseldorf;1. FC Kaiserslautern;1:5;0:2;1;5;0;2;2;0;False;False;1. Bundesliga
6435;1983;1984;23;Saturday;;;Bayer 04 Leverkusen;Bayer 05 Uerdingen;3:1;2:1;3;1;2;1;0;2;False;False;1. Bundesliga
6436;1983;1984;23;Saturday;;;Waldhof Mannheim;Bayern München;0:0;0:0;0;0;0;0;1;1;False;False;1. Bundesliga
6437;1983;1984;23;Tuesday;;;Bayern München;Kickers Offenbach;9:0;5:0;9;0;5;0;0;2;False;False;1. Bundesliga
6438;1983;1984;24;Friday;;;Bayer 05 Uerdingen;Arminia Bielefeld;1:3;0:1;1;3;0;1;2;0;False;False;1. Bundesliga
6439;1983;1984;24;Friday;;;1. FC Kaiserslautern;Kickers Offenbach;1:1;0:0;1;1;0;0;1;1;False;False;1. Bundesliga
6440;1983;1984;24;Friday;;;VfB Stuttgart;Bayer 04 Leverkusen;2:2;1:0;2;2;1;0;1;1;False;False;1. Bundesliga
6441;1983;1984;24;Saturday;;;Hamburger SV;Werder Bremen;4:0;2:0;4;0;2;0;0;2;False;False;1. Bundesliga
6442;1983;1984;24;Saturday;;;1. FC Köln;Bor. Mönchengladbach;1:2;1:0;1;2;1;0;2;0;False;False;1. Bundesliga
6443;1983;1984;24;Saturday;;;Eintracht Frankfurt;Eintracht Braunschweig;1:2;0:1;1;2;0;1;2;0;False;False;1. Bundesliga
6444;1983;1984;24;Saturday;;;Bayern München;VfL Bochum;5:1;4:0;5;1;4;0;0;2;False;False;1. Bundesliga
6445;1983;1984;24;Saturday;;;Borussia Dortmund;Fortuna Düsseldorf;6:0;0:0;6;0;0;0;0;2;False;False;1. Bundesliga
6446;1983;1984;24;Saturday;;;1. FC Nürnberg;Waldhof Mannheim;0:0;0:0;0;0;0;0;1;1;False;False;1. Bundesliga
6447;1983;1984;24;Tuesday;;;VfB Stuttgart;Bayer 05 Uerdingen;4:0;2:0;4;0;2;0;0;2;False;False;1. Bundesliga
6448;1983;1984;25;Friday;;;Fortuna Düsseldorf;Bayer 05 Uerdingen;1:1;1:0;1;1;1;0;1;1;False;False;1. Bundesliga
6449;1983;1984;25;Friday;;;Kickers Offenbach;Borussia Dortmund;0:0;0:0;0;0;0;0;1;1;False;False;1. Bundesliga
6450;1983;1984;25;Friday;;;Werder Bremen;1. FC Kaiserslautern;1:1;1:1;1;1;1;1;1;1;False;False;1. Bundesliga
6451;1983;1984;25;Saturday;;;Eintracht Braunschweig;Hamburger SV;0:0;0:0;0;0;0;0;1;1;False;False;1. Bundesliga
6452;1983;1984;25;Saturday;;;Bor. Mönchengladbach;Bayern München;3:0;0:0;3;0;0;0;0;2;False;False;1. Bundesliga
6453;1983;1984;25;Saturday;;;1. FC Köln;VfB Stuttgart;2:2;2:1;2;2;2;1;1;1;False;False;1. Bundesliga
6454;1983;1984;25;Saturday;;;Waldhof Mannheim;Eintracht Frankfurt;1:1;0:0;1;1;0;0;1;1;False;False;1. Bundesliga
6455;1983;1984;25;Saturday;;;Arminia Bielefeld;Bayer 04 Leverkusen;3:0;0:0;3;0;0;0;0;2;False;False;1. Bundesliga
6456;1983;1984;25;Saturday;;;VfL Bochum;1. FC Nürnberg;2:0;0:0;2;0;0;0;0;2;False;False;1. Bundesliga
6457;1983;1984;26;Friday;;;Bayer 05 Uerdingen;Kickers Offenbach;4:2;2:1;4;2;2;1;0;2;False;False;1. Bundesliga
6458;1983;1984;26;Saturday;;;Bayer 04 Leverkusen;Fortuna Düsseldorf;2:0;1:0;2;0;1;0;0;2;False;False;1. Bundesliga
6459;1983;1984;26;Saturday;;;Eintracht Frankfurt;VfL Bochum;1:0;0:0;1;0;0;0;0;2;False;False;1. Bundesliga
6460;1983;1984;26;Saturday;;;Bayern München;1. FC Köln;4:2;0:2;4;2;0;2;0;2;False;False;1. Bundesliga
6461;1983;1984;26;Saturday;;;Hamburger SV;Waldhof Mannheim;2:3;0:1;2;3;0;1;2;0;False;False;1. Bundesliga
6462;1983;1984;26;Saturday;;;VfB Stuttgart;Arminia Bielefeld;1:0;0:0;1;0;0;0;0;2;False;False;1. Bundesliga
6463;1983;1984;26;Saturday;;;1. FC Nürnberg;Bor. Mönchengladbach;1:3;0:1;1;3;0;1;2;0;False;False;1. Bundesliga
6464;1983;1984;26;Saturday;;;1. FC Kaiserslautern;Eintracht Braunschweig;3:1;2:0;3;1;2;0;0;2;False;False;1. Bundesliga
6465;1983;1984;26;Saturday;;;Borussia Dortmund;Werder Bremen;2:3;2:1;2;3;2;1;2;0;False;False;1. Bundesliga
6466;1983;1984;27;Friday;;;Eintracht Braunschweig;Borussia Dortmund;5:0;1:0;5;0;1;0;0;2;False;False;1. Bundesliga
6467;1983;1984;27;Friday;;;Fortuna Düsseldorf;Arminia Bielefeld;0:0;0:0;0;0;0;0;1;1;False;False;1. Bundesliga
6468;1983;1984;27;Friday;;;VfL Bochum;Hamburger SV;1:1;1:0;1;1;1;0;1;1;False;False;1. Bundesliga
6469;1983;1984;27;Saturday;;;Bor. Mönchengladbach;Eintracht Frankfurt;1:1;0:0;1;1;0;0;1;1;False;False;1. Bundesliga
6470;1983;1984;27;Saturday;;;Bayern München;VfB Stuttgart;2:2;1:1;2;2;1;1;1;1;False;False;1. Bundesliga
6471;1983;1984;27;Saturday;;;Waldhof Mannheim;1. FC Kaiserslautern;2:0;1:0;2;0;1;0;0;2;False;False;1. Bundesliga
6472;1983;1984;27;Saturday;;;1. FC Köln;1. FC Nürnberg;3:1;0:0;3;1;0;0;0;2;False;False;1. Bundesliga
6473;1983;1984;27;Saturday;;;Werder Bremen;Bayer 05 Uerdingen;5:2;0:2;5;2;0;2;0;2;False;False;1. Bundesliga
6474;1983;1984;27;Saturday;;;Kickers Offenbach;Bayer 04 Leverkusen;0:2;0:2;0;2;0;2;2;0;False;False;1. Bundesliga
6475;1983;1984;28;Friday;;;Bayer 05 Uerdingen;Eintracht Braunschweig;4:0;3:0;4;0;3;0;0;2;False;False;1. Bundesliga
6476;1983;1984;28;Friday;;;VfB Stuttgart;Fortuna Düsseldorf;6:0;3:0;6;0;3;0;0;2;False;False;1. Bundesliga
6477;1983;1984;28;Friday;;;1. FC Kaiserslautern;VfL Bochum;2:0;0:0;2;0;0;0;0;2;False;False;1. Bundesliga
6478;1983;1984;28;Saturday;;;Hamburger SV;Bor. Mönchengladbach;2:1;0:1;2;1;0;1;0;2;False;False;1. Bundesliga
6479;1983;1984;28;Saturday;;;Arminia Bielefeld;Kickers Offenbach;3:1;0:1;3;1;0;1;0;2;False;False;1. Bundesliga
6480;1983;1984;28;Saturday;;;1. FC Nürnberg;Bayern München;2:4;2:1;2;4;2;1;2;0;False;False;1. Bundesliga
6481;1983;1984;28;Saturday;;;Eintracht Frankfurt;1. FC Köln;0:2;0:0;0;2;0;0;2;0;False;False;1. Bundesliga
6482;1983;1984;28;Saturday;;;Bayer 04 Leverkusen;Werder Bremen;0:0;0:0;0;0;0;0;1;1;False;False;1. Bundesliga
6483;1983;1984;28;Saturday;;;Borussia Dortmund;Waldhof Mannheim;4:1;1:0;4;1;1;0;0;2;False;False;1. Bundesliga
6484;1983;1984;29;Thursday;;;Kickers Offenbach;1. FC Nürnberg;3:1;1:0;3;1;1;0;0;2;False;False;1. Bundesliga
6485;1983;1984;29;Saturday;;;VfL Bochum;VfB Stuttgart;0:1;0:1;0;1;0;1;2;0;False;False;1. Bundesliga
6486;1983;1984;29;Saturday;;;Werder Bremen;Bayern München;3:2;2:0;3;2;2;0;0;2;False;False;1. Bundesliga
6487;1983;1984;29;Saturday;;;Fortuna Düsseldorf;Eintracht Frankfurt;4:2;2:0;4;2;2;0;0;2;False;False;1. Bundesliga
6488;1983;1984;29;Saturday;;;Arminia Bielefeld;Hamburger SV;0:1;0:0;0;1;0;0;2;0;False;False;1. Bundesliga
6489;1983;1984;29;Saturday;;;Waldhof Mannheim;Bor. Mönchengladbach;2:3;1:1;2;3;1;1;2;0;False;False;1. Bundesliga
6490;1983;1984;29;Saturday;;;Bayer 05 Uerdingen;Borussia Dortmund;2:1;1:0;2;1;1;0;0;2;False;False;1. Bundesliga
6491;1983;1984;29;Saturday;;;Eintracht Braunschweig;1. FC Köln;2:2;2:0;2;2;2;0;1;1;False;False;1. Bundesliga
6492;1983;1984;29;Saturday;;;Bayer 04 Leverkusen;1. FC Kaiserslautern;2:0;1:0;2;0;1;0;0;2;False;False;1. Bundesliga
6493;1983;1984;30;Friday;;;Kickers Offenbach;Fortuna Düsseldorf;5:1;2:0;5;1;2;0;0;2;False;False;1. Bundesliga
6494;1983;1984;30;Friday;;;Werder Bremen;Arminia Bielefeld;3:0;1:0;3;0;1;0;0;2;False;False;1. Bundesliga
6495;1983;1984;30;Friday;;;1. FC Nürnberg;VfB Stuttgart;0:6;0:3;0;6;0;3;2;0;False;False;1. Bundesliga
6496;1983;1984;30;Saturday;;;1. FC Köln;Hamburger SV;1:4;0:2;1;4;0;2;2;0;False;False;1. Bundesliga
6497;1983;1984;30;Saturday;;;Bayern München;Eintracht Frankfurt;3:0;2:0;3;0;2;0;0;2;False;False;1. Bundesliga
6498;1983;1984;30;Saturday;;;Eintracht Braunschweig;Bayer 04 Leverkusen;0:0;0:0;0;0;0;0;1;1;False;False;1. Bundesliga
6499;1983;1984;30;Saturday;;;Waldhof Mannheim;Bayer 05 Uerdingen;1:4;0:1;1;4;0;1;2;0;False;False;1. Bundesliga
6500;1983;1984;30;Saturday;;;VfL Bochum;Borussia Dortmund;2:2;2:0;2;2;2;0;1;1;False;False;1. Bundesliga
6501;1983;1984;30;Saturday;;;Bor. Mönchengladbach;1. FC Kaiserslautern;3:2;1:0;3;2;1;0;0;2;False;False;1. Bundesliga
6502;1983;1984;31;Friday;;;VfB Stuttgart;Kickers Offenbach;5:1;3:0;5;1;3;0;0;2;False;False;1. Bundesliga
6503;1983;1984;31;Friday;;;1. FC Kaiserslautern;1. FC Köln;2:2;0:0;2;2;0;0;1;1;False;False;1. Bundesliga
6504;1983;1984;31;Friday;;;Bayer 05 Uerdingen;VfL Bochum;1:2;0:1;1;2;0;1;2;0;False;False;1. Bundesliga
6505;1983;1984;31;Saturday;;;Arminia Bielefeld;Eintracht Braunschweig;0:0;0:0;0;0;0;0;1;1;False;False;1. Bundesliga
6506;1983;1984;31;Saturday;;;Eintracht Frankfurt;1. FC Nürnberg;3:1;1:0;3;1;1;0;0;2;False;False;1. Bundesliga
6507;1983;1984;31;Saturday;;;Hamburger SV;Bayern München;2:1;2:0;2;1;2;0;0;2;False;False;1. Bundesliga
6508;1983;1984;31;Saturday;;;Borussia Dortmund;Bor. Mönchengladbach;4:1;1:1;4;1;1;1;0;2;False;False;1. Bundesliga
6509;1983;1984;31;Saturday;;;Bayer 04 Leverkusen;Waldhof Mannheim;0:1;0:1;0;1;0;1;2;0;False;False;1. Bundesliga
6510;1983;1984;31;Saturday;;;Fortuna Düsseldorf;Werder Bremen;3:4;1:1;3;4;1;1;2;0;False;False;1. Bundesliga
6511;1983;1984;32;Friday;;;Kickers Offenbach;Werder Bremen;3:7;1:2;3;7;1;2;2;0;False;False;1. Bundesliga
6512;1983;1984;32;Saturday;;;1. FC Nürnberg;Hamburger SV;1:6;1:3;1;6;1;3;2;0;False;False;1. Bundesliga
6513;1983;1984;32;Saturday;;;VfB Stuttgart;Eintracht Frankfurt;2:2;2:0;2;2;2;0;1;1;False;False;1. Bundesliga
6514;1983;1984;32;Saturday;;;Eintracht Braunschweig;Fortuna Düsseldorf;4:1;3:0;4;1;3;0;0;2;False;False;1. Bundesliga
6515;1983;1984;32;Saturday;;;Waldhof Mannheim;Arminia Bielefeld;0:2;0:0;0;2;0;0;2;0;False;False;1. Bundesliga
6516;1983;1984;32;Saturday;;;VfL Bochum;Bayer 04 Leverkusen;2:1;1:0;2;1;1;0;0;2;False;False;1. Bundesliga
6517;1983;1984;32;Saturday;;;Bor. Mönchengladbach;Bayer 05 Uerdingen;7:1;2:0;7;1;2;0;0;2;False;False;1. Bundesliga
6518;1983;1984;32;Saturday;;;1. FC Köln;Borussia Dortmund;5:2;0:2;5;2;0;2;0;2;False;False;1. Bundesliga
6519;1983;1984;32;Saturday;;;Bayern München;1. FC Kaiserslautern;5:2;2:2;5;2;2;2;0;2;False;False;1. Bundesliga
6520;1983;1984;33;Saturday;;;Kickers Offenbach;Eintracht Braunschweig;1:2;0:1;1;2;0;1;2;0;False;False;1. Bundesliga
6521;1983;1984;33;Saturday;;;Hamburger SV;Eintracht Frankfurt;0:2;0:1;0;2;0;1;2;0;False;False;1. Bundesliga
6522;1983;1984;33;Saturday;;;1. FC Kaiserslautern;1. FC Nürnberg;4:2;2:1;4;2;2;1;0;2;False;False;1. Bundesliga
6523;1983;1984;33;Saturday;;;Borussia Dortmund;Bayern München;1:1;0:0;1;1;0;0;1;1;False;False;1. Bundesliga
6524;1983;1984;33;Saturday;;;Bayer 05 Uerdingen;1. FC Köln;4:6;0:3;4;6;0;3;2;0;False;False;1. Bundesliga
6525;1983;1984;33;Saturday;;;Bayer 04 Leverkusen;Bor. Mönchengladbach;1:2;0:1;1;2;0;1;2;0;False;False;1. Bundesliga
6526;1983;1984;33;Saturday;;;Arminia Bielefeld;VfL Bochum;2:1;0:0;2;1;0;0;0;2;False;False;1. Bundesliga
6527;1983;1984;33;Saturday;;;Fortuna Düsseldorf;Waldhof Mannheim;1:2;1:0;1;2;1;0;2;0;False;False;1. Bundesliga
6528;1983;1984;33;Saturday;;;Werder Bremen;VfB Stuttgart;1:2;0:0;1;2;0;0;2;0;False;False;1. Bundesliga
6529;1983;1984;34;Saturday;;;VfB Stuttgart;Hamburger SV;0:1;0:0;0;1;0;0;2;0;False;False;1. Bundesliga
6530;1983;1984;34;Saturday;;;Waldhof Mannheim;Kickers Offenbach;6:1;2:0;6;1;2;0;0;2;False;False;1. Bundesliga
6531;1983;1984;34;Saturday;;;VfL Bochum;Fortuna Düsseldorf;6:1;1:0;6;1;1;0;0;2;False;False;1. Bundesliga
6532;1983;1984;34;Saturday;;;Bor. Mönchengladbach;Arminia Bielefeld;3:0;2:0;3;0;2;0;0;2;False;False;1. Bundesliga
6533;1983;1984;34;Saturday;;;1. FC Köln;Bayer 04 Leverkusen;2:0;0:0;2;0;0;0;0;2;False;False;1. Bundesliga
6534;1983;1984;34;Saturday;;;Bayern München;Bayer 05 Uerdingen;3:2;1:1;3;2;1;1;0;2;False;False;1. Bundesliga
6535;1983;1984;34;Saturday;;;1. FC Nürnberg;Borussia Dortmund;0:2;0:0;0;2;0;0;2;0;False;False;1. Bundesliga
6536;1983;1984;34;Saturday;;;Eintracht Frankfurt;1. FC Kaiserslautern;3:0;0:0;3;0;0;0;0;2;False;False;1. Bundesliga
6537;1983;1984;34;Saturday;;;Eintracht Braunschweig;Werder Bremen;1:2;1:1;1;2;1;1;2;0;False;False;1. Bundesliga
6538;1984;1985;1;Friday;;;Werder Bremen;Bayer 05 Uerdingen;1:0;0:0;1;0;0;0;0;2;False;False;1. Bundesliga
6539;1984;1985;1;Friday;;;VfL Bochum;Eintracht Frankfurt;3:3;1:2;3;3;1;2;1;1;False;False;1. Bundesliga
6540;1984;1985;1;Friday;;;Bor. Mönchengladbach;FC Schalke 04;3:1;2:1;3;1;2;1;0;2;False;False;1. Bundesliga
6541;1984;1985;1;Saturday;;;Arminia Bielefeld;Bayern München;1:3;0:1;1;3;0;1;2;0;False;False;1. Bundesliga
6542;1984;1985;1;Saturday;;;Eintracht Braunschweig;1. FC Köln;1:3;1:1;1;3;1;1;2;0;False;False;1. Bundesliga
6543;1984;1985;1;Saturday;;;1. FC Kaiserslautern;VfB Stuttgart;2:1;2:0;2;1;2;0;0;2;False;False;1. Bundesliga
6544;1984;1985;1;Saturday;;;Karlsruher SC;Waldhof Mannheim;3:2;1:0;3;2;1;0;0;2;False;False;1. Bundesliga
6545;1984;1985;1;Saturday;;;Bayer 04 Leverkusen;Fortuna Düsseldorf;4:3;2:2;4;3;2;2;0;2;False;False;1. Bundesliga
6546;1984;1985;1;Saturday;;;Borussia Dortmund;Hamburger SV;1:2;0:0;1;2;0;0;2;0;False;False;1. Bundesliga
6547;1984;1985;2;Tuesday;;;Eintracht Frankfurt;Bayer 04 Leverkusen;2:0;2:0;2;0;2;0;0;2;False;False;1. Bundesliga
6548;1984;1985;2;Tuesday;;;VfB Stuttgart;Eintracht Braunschweig;6:1;1:0;6;1;1;0;0;2;False;False;1. Bundesliga
6549;1984;1985;2;Tuesday;;;Bayer 05 Uerdingen;Borussia Dortmund;2:1;1:1;2;1;1;1;0;2;False;False;1. Bundesliga
6550;1984;1985;2;Wednesday;;;Waldhof Mannheim;1. FC Kaiserslautern;1:1;1:0;1;1;1;0;1;1;False;False;1. Bundesliga
6551;1984;1985;2;Wednesday;;;Hamburger SV;Bor. Mönchengladbach;1:1;0:1;1;1;0;1;1;1;False;False;1. Bundesliga
6552;1984;1985;2;Wednesday;;;Fortuna Düsseldorf;Karlsruher SC;2:2;1:1;2;2;1;1;1;1;False;False;1. Bundesliga
6553;1984;1985;2;Wednesday;;;Bayern München;Werder Bremen;4:2;2:1;4;2;2;1;0;2;False;False;1. Bundesliga
6554;1984;1985;2;Wednesday;;;FC Schalke 04;VfL Bochum;2:3;1:0;2;3;1;0;2;0;False;False;1. Bundesliga
6555;1984;1985;2;Tuesday;;;1. FC Köln;Arminia Bielefeld;1:1;0:0;1;1;0;0;1;1;False;False;1. Bundesliga
6556;1984;1985;3;Friday;;;Karlsruher SC;Eintracht Frankfurt;2:2;0:0;2;2;0;0;1;1;False;False;1. Bundesliga
6557;1984;1985;3;Friday;;;Bayer 04 Leverkusen;FC Schalke 04;2:2;0:2;2;2;0;2;1;1;False;False;1. Bundesliga
6558;1984;1985;3;Friday;;;Borussia Dortmund;Bor. Mönchengladbach;2:3;1:2;2;3;1;2;2;0;False;False;1. Bundesliga
6559;1984;1985;3;Saturday;;;Werder Bremen;1. FC Köln;6:2;1:1;6;2;1;1;0;2;False;False;1. Bundesliga
6560;1984;1985;3;Saturday;;;Arminia Bielefeld;VfB Stuttgart;2:7;1:4;2;7;1;4;2;0;False;False;1. Bundesliga
6561;1984;1985;3;Saturday;;;Eintracht Braunschweig;Waldhof Mannheim;0:1;0:1;0;1;0;1;2;0;False;False;1. Bundesliga
6562;1984;1985;3;Saturday;;;1. FC Kaiserslautern;Fortuna Düsseldorf;3:1;0:1;3;1;0;1;0;2;False;False;1. Bundesliga
6563;1984;1985;3;Saturday;;;Bayer 05 Uerdingen;Bayern München;1:3;1:1;1;3;1;1;2;0;False;False;1. Bundesliga
6564;1984;1985;3;Saturday;;;VfL Bochum;Hamburger SV;0:0;0:0;0;0;0;0;1;1;False;False;1. Bundesliga
6565;1984;1985;3;Wednesday;;;VfB Stuttgart;Bayern München;1:3;0:2;1;3;0;2;2;0;False;False;1. Bundesliga
6566;1984;1985;4;Saturday;;;Hamburger SV;Bayer 04 Leverkusen;1:1;0:1;1;1;0;1;1;1;False;False;1. Bundesliga
6567;1984;1985;4;Saturday;;;Eintracht Frankfurt;1. FC Kaiserslautern;1:1;0:0;1;1;0;0;1;1;False;False;1. Bundesliga
6568;1984;1985;4;Saturday;;;Fortuna Düsseldorf;Eintracht Braunschweig;4:1;1:1;4;1;1;1;0;2;False;False;1. Bundesliga
6569;1984;1985;4;Saturday;;;Waldhof Mannheim;Arminia Bielefeld;0:0;0:0;0;0;0;0;1;1;False;False;1. Bundesliga
6570;1984;1985;4;Saturday;;;VfB Stuttgart;Werder Bremen;1:3;1:1;1;3;1;1;2;0;False;False;1. Bundesliga
6571;1984;1985;4;Saturday;;;1. FC Köln;Bayer 05 Uerdingen;1:5;1:2;1;5;1;2;2;0;False;False;1. Bundesliga
6572;1984;1985;4;Saturday;;;Bayern München;Borussia Dortmund;1:0;0:0;1;0;0;0;0;2;False;False;1. Bundesliga
6573;1984;1985;4;Saturday;;;Bor. Mönchengladbach;VfL Bochum;4:3;2:0;4;3;2;0;0;2;False;False;1. Bundesliga
6574;1984;1985;4;Saturday;;;FC Schalke 04;Karlsruher SC;3:1;1:0;3;1;1;0;0;2;False;False;1. Bundesliga
6575;1984;1985;5;Friday;;;Eintracht Braunschweig;Eintracht Frankfurt;5:0;2:0;5;0;2;0;0;2;False;False;1. Bundesliga
6576;1984;1985;5;Friday;;;1. FC Kaiserslautern;FC Schalke 04;2:2;0:0;2;2;0;0;1;1;False;False;1. Bundesliga
6577;1984;1985;5;Friday;;;Borussia Dortmund;VfL Bochum;3:0;0:0;3;0;0;0;0;2;False;False;1. Bundesliga
6578;1984;1985;5;Saturday;;;Werder Bremen;Waldhof Mannheim;1:1;0:1;1;1;0;1;1;1;False;False;1. Bundesliga
6579;1984;1985;5;Saturday;;;Arminia Bielefeld;Fortuna Düsseldorf;1:1;1:0;1;1;1;0;1;1;False;False;1. Bundesliga
6580;1984;1985;5;Saturday;;;Karlsruher SC;Hamburger SV;1:1;1:0;1;1;1;0;1;1;False;False;1. Bundesliga
6581;1984;1985;5;Saturday;;;Bayer 04 Leverkusen;Bor. Mönchengladbach;3:2;1:1;3;2;1;1;0;2;False;False;1. Bundesliga
6582;1984;1985;5;Saturday;;;Bayern München;1. FC Köln;2:0;0:0;2;0;0;0;0;2;False;False;1. Bundesliga
6583;1984;1985;5;Saturday;;;Bayer 05 Uerdingen;VfB Stuttgart;3:2;1:1;3;2;1;1;0;2;False;False;1. Bundesliga
6584;1984;1985;6;Wednesday;;;VfB Stuttgart;Bayern München;1:3;0:2;1;3;0;2;2;0;False;False;1. Bundesliga
6585;1984;1985;6;Friday;;;Eintracht Frankfurt;Arminia Bielefeld;3:0;1:0;3;0;1;0;0;2;False;False;1. Bundesliga
