;SeasonFrom;SeasonTo;Matchday;Day;Date;Time;Home;Guest;Score90;Score45;Score90Home;Score90Guest;Score45Home;Score45Guest;PointsHome;PointsGuest;Aborted;Annulled;League
20179;1977;1978;2;Saturday;;;FK Pirmasens;KSV Baunatal;1:2;1:1;1;2;1;1;2;0;False;False;2. Bundesliga
20180;1977;1978;2;Saturday;;;FV Würzburg 04;1. FC Nürnberg;0:1;0:0;0;1;0;0;2;0;False;False;2. Bundesliga
20181;1977;1978;2;Sunday;;;Schwarz-Weiß Essen;Arminia Hannover;2:4;1:2;2;4;1;2;2;0;False;False;2. Bundesliga
20182;1977;1978;2;Sunday;;;SG Wattenscheid 09;OSC Bremerhaven;2:2;1:1;2;2;1;1;1;1;False;False;2. Bundesliga
20183;1977;1978;2;Sunday;;;SG Union Solingen;Bayer 05 Uerdingen;0:0;0:0;0;0;0;0;1;1;False;False;2. Bundesliga
20184;1977;1978;3;Tuesday;;;Rot-Weiß Lüdenscheid;Arminia Bielefeld;1:4;0:2;1;4;0;2;2;0;False;False;2. Bundesliga
20185;1977;1978;3;Tuesday;;;SV Darmstadt 98;VfR Bürstadt;3:1;1:1;3;1;1;1;0;2;False;False;2. Bundesliga
20186;1977;1978;3;Wednesday;;;Bayer 05 Uerdingen;Preußen Münster;2:3;0:2;2;3;0;2;2;0;False;False;2. Bundesliga
20187;1977;1978;3;Wednesday;;;Arminia Hannover;Westfalia Herne;2:0;0:0;2;0;0;0;0;2;False;False;2. Bundesliga
20188;1977;1978;3;Wednesday;;;SC Herford;Fortuna Köln;1:4;1:1;1;4;1;1;2;0;False;False;2. Bundesliga
20189;1977;1978;3;Wednesday;;;1. FC Bocholt;Hannover 96;3:0;1:0;3;0;1;0;0;2;False;False;2. Bundesliga
20190;1977;1978;3;Wednesday;;;OSC Bremerhaven;Wuppertaler SV;0:0;0:0;0;0;0;0;1;1;False;False;2. Bundesliga
20191;1977;1978;3;Wednesday;;;Alemannia Aachen;SG Union Solingen;3:3;2:1;3;3;2;1;1;1;False;False;2. Bundesliga
20192;1977;1978;3;Wednesday;;;VfL Osnabrück;Tennis Borussia Berlin;0:0;0:0;0;0;0;0;1;1;False;False;2. Bundesliga
20193;1977;1978;3;Wednesday;;;Bayer 04 Leverkusen;SG Wattenscheid 09;0:0;0:0;0;0;0;0;1;1;False;False;2. Bundesliga
20194;1977;1978;3;Wednesday;;;FC Augsburg;SpVgg Bayreuth;1:2;0:1;1;2;0;1;2;0;False;False;2. Bundesliga
20195;1977;1978;3;Wednesday;;;Karlsruher SC;FV Würzburg 04;3:0;0:0;3;0;0;0;0;2;False;False;2. Bundesliga
20196;1977;1978;3;Wednesday;;;Wormatia Worms;FK Pirmasens;2:0;1:0;2;0;1;0;0;2;False;False;2. Bundesliga
20197;1977;1978;3;Wednesday;;;SV Chio Waldhof;FSV Frankfurt;2:0;1:0;2;0;1;0;0;2;False;False;2. Bundesliga
20198;1977;1978;3;Wednesday;;;1. FC Nürnberg;Kickers Offenbach;2:0;0:0;2;0;0;0;0;2;False;False;2. Bundesliga
20199;1977;1978;3;Wednesday;;;FC Bayern Hof;Freiburger FC;3:2;1:2;3;2;1;2;0;2;False;False;2. Bundesliga
20200;1977;1978;3;Wednesday;;;KSV Baunatal;Stuttgarter Kickers;3:3;1:3;3;3;1;3;1;1;False;False;2. Bundesliga
20201;1977;1978;3;Wednesday;;;Würzburger Kickers;SpVgg Fürth;0:1;0:0;0;1;0;0;2;0;False;False;2. Bundesliga
20202;1977;1978;3;Wednesday;;;FC 08 Homburg;Eintracht Trier;3:0;1:0;3;0;1;0;0;2;False;False;2. Bundesliga
20203;1977;1978;3;Wednesday;;;Rot-Weiss Essen;Schwarz-Weiß Essen;4:0;2:0;4;0;2;0;0;2;False;False;2. Bundesliga
20204;1977;1978;4;Friday;;;SG Wattenscheid 09;Rot-Weiß Lüdenscheid;3:1;1:1;3;1;1;1;0;2;False;False;2. Bundesliga
20205;1977;1978;4;Friday;;;Preußen Münster;Alemannia Aachen;1:1;0:0;1;1;0;0;1;1;False;False;2. Bundesliga
20206;1977;1978;4;Friday;;;Hannover 96;Bayer 05 Uerdingen;2:0;1:0;2;0;1;0;0;2;False;False;2. Bundesliga
20207;1977;1978;4;Friday;;;Kickers Offenbach;Karlsruher SC;2:1;2:0;2;1;2;0;0;2;False;False;2. Bundesliga
20208;1977;1978;4;Saturday;;;SG Union Solingen;VfL Osnabrück;1:1;0:1;1;1;0;1;1;1;False;False;2. Bundesliga
20209;1977;1978;4;Saturday;;;Fortuna Köln;OSC Bremerhaven;4:1;1:1;4;1;1;1;0;2;False;False;2. Bundesliga
20210;1977;1978;4;Saturday;;;Westfalia Herne;Rot-Weiss Essen;2:0;2:0;2;0;2;0;0;2;False;False;2. Bundesliga
20211;1977;1978;4;Saturday;;;Arminia Bielefeld;Arminia Hannover;6:0;5:0;6;0;5;0;0;2;False;False;2. Bundesliga
20212;1977;1978;4;Saturday;;;Wuppertaler SV;Bayer 04 Leverkusen;4:3;1:2;4;3;1;2;0;2;False;False;2. Bundesliga
20213;1977;1978;4;Saturday;;;SpVgg Bayreuth;FC 08 Homburg;2:0;1:0;2;0;1;0;0;2;False;False;2. Bundesliga
20214;1977;1978;4;Saturday;;;VfR Bürstadt;FC Augsburg;4:1;3:1;4;1;3;1;0;2;False;False;2. Bundesliga
20215;1977;1978;4;Saturday;;;FSV Frankfurt;1. FC Nürnberg;1:1;1:0;1;1;1;0;1;1;False;False;2. Bundesliga
20216;1977;1978;4;Saturday;;;SpVgg Fürth;SV Darmstadt 98;2:0;0:0;2;0;0;0;0;2;False;False;2. Bundesliga
20217;1977;1978;4;Saturday;;;Freiburger FC;Würzburger Kickers;4:1;2:0;4;1;2;0;0;2;False;False;2. Bundesliga
20218;1977;1978;4;Saturday;;;FK Pirmasens;SV Chio Waldhof;0:5;0:3;0;5;0;3;2;0;False;False;2. Bundesliga
20219;1977;1978;4;Saturday;;;Eintracht Trier;KSV Baunatal;1:1;0:1;1;1;0;1;1;1;False;False;2. Bundesliga
20220;1977;1978;4;Saturday;;;Stuttgarter Kickers;Wormatia Worms;1:0;1:0;1;0;1;0;0;2;False;False;2. Bundesliga
20221;1977;1978;4;Saturday;;;FV Würzburg 04;FC Bayern Hof;2:0;1:0;2;0;1;0;0;2;False;False;2. Bundesliga
20222;1977;1978;4;Sunday;;;Schwarz-Weiß Essen;1. FC Bocholt;1:1;0:1;1;1;0;1;1;1;False;False;2. Bundesliga
20223;1977;1978;4;Sunday;;;Tennis Borussia Berlin;SC Herford;3:2;0:1;3;2;0;1;0;2;False;False;2. Bundesliga
20224;1977;1978;5;Wednesday;;;1. FC Bocholt;Westfalia Herne;2:0;0:0;2;0;0;0;0;2;False;False;2. Bundesliga
20225;1977;1978;5;Wednesday;;;SC Herford;OSC Bremerhaven;1:1;0:1;1;1;0;1;1;1;False;False;2. Bundesliga
20226;1977;1978;5;Wednesday;;;VfL Osnabrück;Preußen Münster;0:2;0:1;0;2;0;1;2;0;False;False;2. Bundesliga
20227;1977;1978;5;Wednesday;;;Rot-Weiss Essen;Arminia Bielefeld;2:0;1:0;2;0;1;0;0;2;False;False;2. Bundesliga
20228;1977;1978;5;Wednesday;;;Tennis Borussia Berlin;SG Union Solingen;3:0;2:0;3;0;2;0;0;2;False;False;2. Bundesliga
20229;1977;1978;5;Wednesday;;;Bayer 04 Leverkusen;Fortuna Köln;1:1;0:0;1;1;0;0;1;1;False;False;2. Bundesliga
20230;1977;1978;5;Wednesday;;;Arminia Hannover;SG Wattenscheid 09;3:4;0:1;3;4;0;1;2;0;False;False;2. Bundesliga
20231;1977;1978;5;Wednesday;;;Bayer 05 Uerdingen;Schwarz-Weiß Essen;3:1;1:0;3;1;1;0;0;2;False;False;2. Bundesliga
20232;1977;1978;5;Wednesday;;;Alemannia Aachen;Hannover 96;1:1;0:1;1;1;0;1;1;1;False;False;2. Bundesliga
20233;1977;1978;5;Wednesday;;;Rot-Weiß Lüdenscheid;Wuppertaler SV;3:3;1:1;3;3;1;1;1;1;False;False;2. Bundesliga
20234;1977;1978;5;Wednesday;;;1. FC Nürnberg;FK Pirmasens;2:0;2:0;2;0;2;0;0;2;False;False;2. Bundesliga
20235;1977;1978;5;Wednesday;;;KSV Baunatal;SpVgg Bayreuth;3:2;1:1;3;2;1;1;0;2;False;False;2. Bundesliga
20236;1977;1978;5;Wednesday;;;FV Würzburg 04;Kickers Offenbach;4:0;3:0;4;0;3;0;0;2;False;False;2. Bundesliga
20237;1977;1978;5;Wednesday;;;SV Darmstadt 98;Freiburger FC;6:1;2:1;6;1;2;1;0;2;False;False;2. Bundesliga
20238;1977;1978;5;Wednesday;;;Karlsruher SC;FSV Frankfurt;4:3;2:0;4;3;2;0;0;2;False;False;2. Bundesliga
20239;1977;1978;5;Wednesday;;;Wormatia Worms;Eintracht Trier;6:3;2:0;6;3;2;0;0;2;False;False;2. Bundesliga
20240;1977;1978;5;Wednesday;;;FC Augsburg;SpVgg Fürth;0:0;0:0;0;0;0;0;1;1;False;False;2. Bundesliga
20241;1977;1978;5;Wednesday;;;FC 08 Homburg;VfR Bürstadt;1:0;0:0;1;0;0;0;0;2;False;False;2. Bundesliga
20242;1977;1978;5;Wednesday;;;FC Bayern Hof;Würzburger Kickers;2:1;1:1;2;1;1;1;0;2;False;False;2. Bundesliga
20243;1977;1978;5;Wednesday;;;SV Chio Waldhof;Stuttgarter Kickers;2:2;0:2;2;2;0;2;1;1;False;False;2. Bundesliga
20244;1977;1978;6;Friday;;;Preußen Münster;Tennis Borussia Berlin;0:0;0:0;0;0;0;0;1;1;False;False;2. Bundesliga
20245;1977;1978;6;Friday;;;Fortuna Köln;Rot-Weiß Lüdenscheid;2:0;2:0;2;0;2;0;0;2;False;False;2. Bundesliga
20246;1977;1978;6;Friday;;;SG Wattenscheid 09;Rot-Weiss Essen;3:2;2:1;3;2;2;1;0;2;False;False;2. Bundesliga
20247;1977;1978;6;Saturday;;;Hannover 96;VfL Osnabrück;4:2;1:1;4;2;1;1;0;2;False;False;2. Bundesliga
20248;1977;1978;6;Saturday;;;Schwarz-Weiß Essen;Alemannia Aachen;0:0;0:0;0;0;0;0;1;1;False;False;2. Bundesliga
20249;1977;1978;6;Saturday;;;Arminia Bielefeld;1. FC Bocholt;2:3;0:2;2;3;0;2;2;0;False;False;2. Bundesliga
20250;1977;1978;6;Saturday;;;Wuppertaler SV;Arminia Hannover;2:1;2:0;2;1;2;0;0;2;False;False;2. Bundesliga
20251;1977;1978;6;Saturday;;;OSC Bremerhaven;Bayer 04 Leverkusen;1:2;1:1;1;2;1;1;2;0;False;False;2. Bundesliga
20252;1977;1978;6;Saturday;;;VfR Bürstadt;KSV Baunatal;3:1;1:1;3;1;1;1;0;2;False;False;2. Bundesliga
20253;1977;1978;6;Saturday;;;SpVgg Bayreuth;Wormatia Worms;5:0;2:0;5;0;2;0;0;2;False;False;2. Bundesliga
20254;1977;1978;6;Saturday;;;SpVgg Fürth;FC 08 Homburg;2:3;2:2;2;3;2;2;2;0;False;False;2. Bundesliga
20255;1977;1978;6;Saturday;;;Kickers Offenbach;FC Bayern Hof;3:0;2:0;3;0;2;0;0;2;False;False;2. Bundesliga
20256;1977;1978;6;Saturday;;;Eintracht Trier;SV Chio Waldhof;3:2;1:1;3;2;1;1;0;2;False;False;2. Bundesliga
20257;1977;1978;6;Saturday;;;Stuttgarter Kickers;1. FC Nürnberg;3:3;0:2;3;3;0;2;1;1;False;False;2. Bundesliga
20258;1977;1978;6;Saturday;;;FK Pirmasens;Karlsruher SC;1:2;1:0;1;2;1;0;2;0;False;False;2. Bundesliga
20259;1977;1978;6;Sunday;;;SG Union Solingen;SC Herford;3:3;1:0;3;3;1;0;1;1;False;False;2. Bundesliga
20260;1977;1978;6;Sunday;;;Westfalia Herne;Bayer 05 Uerdingen;0:2;0:1;0;2;0;1;2;0;False;False;2. Bundesliga
20261;1977;1978;6;Sunday;;;Freiburger FC;FC Augsburg;2:2;1:0;2;2;1;0;1;1;False;False;2. Bundesliga
20262;1977;1978;6;Sunday;;;Würzburger Kickers;SV Darmstadt 98;0:2;0:0;0;2;0;0;2;0;False;False;2. Bundesliga
20263;1977;1978;6;Sunday;;;FSV Frankfurt;FV Würzburg 04;1:2;0:0;1;2;0;0;2;0;False;False;2. Bundesliga
20264;1977;1978;6;Wednesday;;;Rot-Weiss Essen;Schwarz-Weiß Essen;4:0;2:0;4;0;2;0;0;2;False;False;2. Bundesliga
20265;1977;1978;7;Friday;;;Bayer 05 Uerdingen;Arminia Bielefeld;0:2;0:2;0;2;0;2;2;0;False;False;2. Bundesliga
20266;1977;1978;7;Friday;;;FC Augsburg;Würzburger Kickers;3:2;2:1;3;2;2;1;0;2;False;False;2. Bundesliga
20267;1977;1978;7;Saturday;;;SG Union Solingen;Preußen Münster;3:4;3:0;3;4;3;0;2;0;False;False;2. Bundesliga
20268;1977;1978;7;Saturday;;;Alemannia Aachen;Westfalia Herne;1:1;1:0;1;1;1;0;1;1;False;False;2. Bundesliga
20269;1977;1978;7;Saturday;;;Arminia Hannover;Fortuna Köln;2:1;0:0;2;1;0;0;0;2;False;False;2. Bundesliga
20270;1977;1978;7;Saturday;;;SC Herford;Bayer 04 Leverkusen;0:0;0:0;0;0;0;0;1;1;False;False;2. Bundesliga
20271;1977;1978;7;Saturday;;;Tennis Borussia Berlin;Hannover 96;3:2;1:1;3;2;1;1;0;2;False;False;2. Bundesliga
20272;1977;1978;7;Saturday;;;VfL Osnabrück;Schwarz-Weiß Essen;6:1;4:1;6;1;4;1;0;2;False;False;2. Bundesliga
20273;1977;1978;7;Saturday;;;Rot-Weiß Lüdenscheid;OSC Bremerhaven;4:1;3:0;4;1;3;0;0;2;False;False;2. Bundesliga
20274;1977;1978;7;Saturday;;;1. FC Nürnberg;Eintracht Trier;3:0;0:0;3;0;0;0;0;2;False;False;2. Bundesliga
20275;1977;1978;7;Saturday;;;FC Bayern Hof;SV Darmstadt 98;0:1;0:0;0;1;0;0;2;0;False;False;2. Bundesliga
20276;1977;1978;7;Saturday;;;Kickers Offenbach;FSV Frankfurt;0:0;0:0;0;0;0;0;1;1;False;False;2. Bundesliga
20277;1977;1978;7;Saturday;;;SV Chio Waldhof;SpVgg Bayreuth;1:2;1:1;1;2;1;1;2;0;False;False;2. Bundesliga
20278;1977;1978;7;Saturday;;;FV Würzburg 04;FK Pirmasens;4:0;1:0;4;0;1;0;0;2;False;False;2. Bundesliga
20279;1977;1978;7;Saturday;;;KSV Baunatal;SpVgg Fürth;2:1;1:0;2;1;1;0;0;2;False;False;2. Bundesliga
20280;1977;1978;7;Saturday;;;FC 08 Homburg;Freiburger FC;6:1;2:0;6;1;2;0;0;2;False;False;2. Bundesliga
20281;1977;1978;7;Sunday;;;Rot-Weiss Essen;Wuppertaler SV;6:0;2:0;6;0;2;0;0;2;False;False;2. Bundesliga
20282;1977;1978;7;Sunday;;;1. FC Bocholt;SG Wattenscheid 09;0:2;0:1;0;2;0;1;2;0;False;False;2. Bundesliga
20283;1977;1978;7;Sunday;;;Karlsruher SC;Stuttgarter Kickers;3:0;1:0;3;0;1;0;0;2;False;False;2. Bundesliga
20284;1977;1978;7;Sunday;;;Wormatia Worms;VfR Bürstadt;2:1;1:0;2;1;1;0;0;2;False;False;2. Bundesliga
20285;1977;1978;8;Friday;;;Arminia Bielefeld;Alemannia Aachen;2:0;2:0;2;0;2;0;0;2;False;False;2. Bundesliga
20286;1977;1978;8;Friday;;;Wuppertaler SV;1. FC Bocholt;2:0;1:0;2;0;1;0;0;2;False;False;2. Bundesliga
20287;1977;1978;8;Friday;;;Fortuna Köln;Rot-Weiss Essen;3:1;2:0;3;1;2;0;0;2;False;False;2. Bundesliga
20288;1977;1978;8;Friday;;;Preußen Münster;SC Herford;2:1;1:0;2;1;1;0;0;2;False;False;2. Bundesliga
20289;1977;1978;8;Friday;;;Bayer 04 Leverkusen;Rot-Weiß Lüdenscheid;0:4;0:1;0;4;0;1;2;0;False;False;2. Bundesliga
20290;1977;1978;8;Saturday;;;Hannover 96;SG Union Solingen;2:2;1:1;2;2;1;1;1;1;False;False;2. Bundesliga
20291;1977;1978;8;Saturday;;;OSC Bremerhaven;Arminia Hannover;4:1;1:0;4;1;1;0;0;2;False;False;2. Bundesliga
20292;1977;1978;8;Saturday;;;SpVgg Bayreuth;1. FC Nürnberg;1:0;0:0;1;0;0;0;0;2;False;False;2. Bundesliga
20293;1977;1978;8;Saturday;;;SV Darmstadt 98;FC Augsburg;3:2;1:1;3;2;1;1;0;2;False;False;2. Bundesliga
20294;1977;1978;8;Saturday;;;Würzburger Kickers;FC 08 Homburg;1:2;1:2;1;2;1;2;2;0;False;False;2. Bundesliga
20295;1977;1978;8;Saturday;;;SpVgg Fürth;Wormatia Worms;3:2;2:0;3;2;2;0;0;2;False;False;2. Bundesliga
20296;1977;1978;8;Saturday;;;FSV Frankfurt;FC Bayern Hof;2:1;1:0;2;1;1;0;0;2;False;False;2. Bundesliga
20297;1977;1978;8;Saturday;;;Stuttgarter Kickers;FV Würzburg 04;3:1;1:1;3;1;1;1;0;2;False;False;2. Bundesliga
20298;1977;1978;8;Saturday;;;Freiburger FC;KSV Baunatal;3:2;1:0;3;2;1;0;0;2;False;False;2. Bundesliga
20299;1977;1978;8;Sunday;;;Schwarz-Weiß Essen;Tennis Borussia Berlin;2:2;1:0;2;2;1;0;1;1;False;False;2. Bundesliga
20300;1977;1978;8;Sunday;;;Westfalia Herne;VfL Osnabrück;3:1;0:1;3;1;0;1;0;2;False;False;2. Bundesliga
20301;1977;1978;8;Sunday;;;SG Wattenscheid 09;Bayer 05 Uerdingen;2:5;1:2;2;5;1;2;2;0;False;False;2. Bundesliga
20302;1977;1978;8;Sunday;;;FK Pirmasens;Kickers Offenbach;1:3;0:1;1;3;0;1;2;0;False;False;2. Bundesliga
20303;1977;1978;8;Sunday;;;VfR Bürstadt;SV Chio Waldhof;0:0;0:0;0;0;0;0;1;1;False;False;2. Bundesliga
20304;1977;1978;8;Sunday;;;Eintracht Trier;Karlsruher SC;1:4;1:2;1;4;1;2;2;0;False;False;2. Bundesliga
20305;1977;1978;9;Friday;;;Tennis Borussia Berlin;Westfalia Herne;2:1;1:0;2;1;1;0;0;2;False;False;2. Bundesliga
20306;1977;1978;9;Friday;;;Preußen Münster;Hannover 96;3:1;2:1;3;1;2;1;0;2;False;False;2. Bundesliga
20307;1977;1978;9;Friday;;;Kickers Offenbach;Stuttgarter Kickers;7:0;2:0;7;0;2;0;0;2;False;False;2. Bundesliga
20308;1977;1978;9;Saturday;;;Rot-Weiss Essen;OSC Bremerhaven;6:1;3:1;6;1;3;1;0;2;False;False;2. Bundesliga
20309;1977;1978;9;Saturday;;;Arminia Hannover;Bayer 04 Leverkusen;1:1;0:0;1;1;0;0;1;1;False;False;2. Bundesliga
20310;1977;1978;9;Saturday;;;1. FC Bocholt;Fortuna Köln;3:1;1:1;3;1;1;1;0;2;False;False;2. Bundesliga
20311;1977;1978;9;Saturday;;;Alemannia Aachen;SG Wattenscheid 09;0:1;0:0;0;1;0;0;2;0;False;False;2. Bundesliga
20312;1977;1978;9;Saturday;;;SG Union Solingen;Schwarz-Weiß Essen;2:0;1:0;2;0;1;0;0;2;False;False;2. Bundesliga
20313;1977;1978;9;Saturday;;;1. FC Nürnberg;VfR Bürstadt;2:1;2:0;2;1;2;0;0;2;False;False;2. Bundesliga
20314;1977;1978;9;Saturday;;;Karlsruher SC;SpVgg Bayreuth;4:1;3:1;4;1;3;1;0;2;False;False;2. Bundesliga
20315;1977;1978;9;Saturday;;;KSV Baunatal;Würzburger Kickers;4:1;2:0;4;1;2;0;0;2;False;False;2. Bundesliga
20316;1977;1978;9;Saturday;;;SV Chio Waldhof;SpVgg Fürth;0:0;0:0;0;0;0;0;1;1;False;False;2. Bundesliga
20317;1977;1978;9;Saturday;;;FV Würzburg 04;Eintracht Trier;2:0;0:0;2;0;0;0;0;2;False;False;2. Bundesliga
20318;1977;1978;9;Saturday;;;Wormatia Worms;Freiburger FC;1:1;1:1;1;1;1;1;1;1;False;False;2. Bundesliga
20319;1977;1978;9;Saturday;;;FSV Frankfurt;FK Pirmasens;4:0;3:0;4;0;3;0;0;2;False;False;2. Bundesliga
20320;1977;1978;9;Sunday;;;VfL Osnabrück;Arminia Bielefeld;0:0;0:0;0;0;0;0;1;1;False;False;2. Bundesliga
20321;1977;1978;9;Sunday;;;SC Herford;Rot-Weiß Lüdenscheid;4:0;3:0;4;0;3;0;0;2;False;False;2. Bundesliga
20322;1977;1978;9;Sunday;;;Bayer 05 Uerdingen;Wuppertaler SV;3:3;1:1;3;3;1;1;1;1;False;False;2. Bundesliga
20323;1977;1978;9;Sunday;;;FC Bayern Hof;FC Augsburg;1:0;0:0;1;0;0;0;0;2;False;False;2. Bundesliga
20324;1977;1978;9;Sunday;;;FC 08 Homburg;SV Darmstadt 98;1:1;1:0;1;1;1;0;1;1;False;False;2. Bundesliga
20325;1977;1978;10;Friday;;;Wuppertaler SV;Alemannia Aachen;3:0;2:0;3;0;2;0;0;2;False;False;2. Bundesliga
20326;1977;1978;10;Friday;;;Fortuna Köln;Bayer 05 Uerdingen;3:2;2:0;3;2;2;0;0;2;False;False;2. Bundesliga
20327;1977;1978;10;Friday;;;FC Augsburg;FC 08 Homburg;4:0;3:0;4;0;3;0;0;2;False;False;2. Bundesliga
20328;1977;1978;10;Saturday;;;Rot-Weiß Lüdenscheid;Arminia Hannover;1:1;0:1;1;1;0;1;1;1;False;False;2. Bundesliga
20329;1977;1978;10;Saturday;;;Arminia Bielefeld;Tennis Borussia Berlin;4:1;2:1;4;1;2;1;0;2;False;False;2. Bundesliga
20330;1977;1978;10;Saturday;;;SG Wattenscheid 09;VfL Osnabrück;5:3;0:2;5;3;0;2;0;2;False;False;2. Bundesliga
20331;1977;1978;10;Saturday;;;Westfalia Herne;SG Union Solingen;1:0;0:0;1;0;0;0;0;2;False;False;2. Bundesliga
20332;1977;1978;10;Saturday;;;OSC Bremerhaven;1. FC Bocholt;3:2;1:1;3;2;1;1;0;2;False;False;2. Bundesliga
20333;1977;1978;10;Saturday;;;Bayer 04 Leverkusen;Rot-Weiss Essen;1:2;0:1;1;2;0;1;2;0;False;False;2. Bundesliga
20334;1977;1978;10;Saturday;;;Hannover 96;SC Herford;3:1;2:1;3;1;2;1;0;2;False;False;2. Bundesliga
20335;1977;1978;10;Saturday;;;SpVgg Fürth;1. FC Nürnberg;0:2;0:1;0;2;0;1;2;0;False;False;2. Bundesliga
20336;1977;1978;10;Saturday;;;Freiburger FC;SV Chio Waldhof;2:1;2:0;2;1;2;0;0;2;False;False;2. Bundesliga
20337;1977;1978;10;Saturday;;;Eintracht Trier;Kickers Offenbach;3:0;1:0;3;0;1;0;0;2;False;False;2. Bundesliga
20338;1977;1978;10;Saturday;;;SpVgg Bayreuth;FV Würzburg 04;2:1;1:1;2;1;1;1;0;2;False;False;2. Bundesliga
20339;1977;1978;10;Saturday;;;SV Darmstadt 98;KSV Baunatal;6:1;0:0;6;1;0;0;0;2;False;False;2. Bundesliga
20340;1977;1978;10;Saturday;;;Würzburger Kickers;Wormatia Worms;1:1;1:0;1;1;1;0;1;1;False;False;2. Bundesliga
20341;1977;1978;10;Saturday;;;FK Pirmasens;FC Bayern Hof;0:2;0:0;0;2;0;0;2;0;False;False;2. Bundesliga
20342;1977;1978;10;Sunday;;;Schwarz-Weiß Essen;Preußen Münster;1:1;1:1;1;1;1;1;1;1;False;False;2. Bundesliga
20343;1977;1978;10;Sunday;;;VfR Bürstadt;Karlsruher SC;0:1;0:1;0;1;0;1;2;0;False;False;2. Bundesliga
20344;1977;1978;10;Sunday;;;Stuttgarter Kickers;FSV Frankfurt;4:1;0:1;4;1;0;1;0;2;False;False;2. Bundesliga
20345;1977;1978;11;Wednesday;;;Preußen Münster;Westfalia Herne;2:2;2:1;2;2;2;1;1;1;False;False;2. Bundesliga
20346;1977;1978;11;Friday;;;1. FC Nürnberg;Freiburger FC;3:1;2:0;3;1;2;0;0;2;False;False;2. Bundesliga
20347;1977;1978;11;Friday;;;Kickers Offenbach;SpVgg Bayreuth;3:1;2:0;3;1;2;0;0;2;False;False;2. Bundesliga
20348;1977;1978;11;Sunday;;;1. FC Bocholt;Bayer 04 Leverkusen;2:1;1:1;2;1;1;1;0;2;False;False;2. Bundesliga
20349;1977;1978;11;Sunday;;;SC Herford;Arminia Hannover;0:2;0:1;0;2;0;1;2;0;False;False;2. Bundesliga
20350;1977;1978;11;Sunday;;;VfL Osnabrück;Wuppertaler SV;2:1;1:0;2;1;1;0;0;2;False;False;2. Bundesliga
20351;1977;1978;11;Sunday;;;SG Union Solingen;Arminia Bielefeld;0:0;0:0;0;0;0;0;1;1;False;False;2. Bundesliga
20352;1977;1978;11;Sunday;;;Alemannia Aachen;Fortuna Köln;3:0;1:0;3;0;1;0;0;2;False;False;2. Bundesliga
20353;1977;1978;11;Sunday;;;Rot-Weiss Essen;Rot-Weiß Lüdenscheid;3:1;1:0;3;1;1;0;0;2;False;False;2. Bundesliga
20354;1977;1978;11;Sunday;;;Bayer 05 Uerdingen;OSC Bremerhaven;7:1;4:0;7;1;4;0;0;2;False;False;2. Bundesliga
20355;1977;1978;11;Sunday;;;Hannover 96;Schwarz-Weiß Essen;3:1;1:0;3;1;1;0;0;2;False;False;2. Bundesliga
20356;1977;1978;11;Sunday;;;Karlsruher SC;SpVgg Fürth;1:1;1:1;1;1;1;1;1;1;False;False;2. Bundesliga
20357;1977;1978;11;Sunday;;;FC Bayern Hof;FC 08 Homburg;1:0;0:0;1;0;0;0;0;2;False;False;2. Bundesliga
20358;1977;1978;11;Sunday;;;SV Chio Waldhof;Würzburger Kickers;1:1;1:0;1;1;1;0;1;1;False;False;2. Bundesliga
20359;1977;1978;11;Sunday;;;KSV Baunatal;FC Augsburg;2:0;1:0;2;0;1;0;0;2;False;False;2. Bundesliga
20360;1977;1978;11;Sunday;;;Wormatia Worms;SV Darmstadt 98;2:2;1:2;2;2;1;2;1;1;False;False;2. Bundesliga
20361;1977;1978;11;Sunday;;;FSV Frankfurt;Eintracht Trier;3:2;1:2;3;2;1;2;0;2;False;False;2. Bundesliga
20362;1977;1978;11;Sunday;;;FK Pirmasens;Stuttgarter Kickers;2:2;2:1;2;2;2;1;1;1;False;False;2. Bundesliga
20363;1977;1978;11;Sunday;;;FV Würzburg 04;VfR Bürstadt;0:0;0:0;0;0;0;0;1;1;False;False;2. Bundesliga
20364;1977;1978;11;Saturday;;;Tennis Borussia Berlin;SG Wattenscheid 09;1:0;0:0;1;0;0;0;0;2;False;False;2. Bundesliga
20365;1977;1978;12;Friday;;;Fortuna Köln;VfL Osnabrück;1:1;0:1;1;1;0;1;1;1;False;False;2. Bundesliga
20366;1977;1978;12;Friday;;;FC Augsburg;Wormatia Worms;2:1;1:1;2;1;1;1;0;2;False;False;2. Bundesliga
20367;1977;1978;12;Saturday;;;Wuppertaler SV;Tennis Borussia Berlin;1:1;0:1;1;1;0;1;1;1;False;False;2. Bundesliga
20368;1977;1978;12;Saturday;;;Arminia Bielefeld;Preußen Münster;2:0;0:0;2;0;0;0;0;2;False;False;2. Bundesliga
20369;1977;1978;12;Saturday;;;Arminia Hannover;Rot-Weiss Essen;0:0;0:0;0;0;0;0;1;1;False;False;2. Bundesliga
20370;1977;1978;12;Saturday;;;SG Wattenscheid 09;SG Union Solingen;3:1;2:0;3;1;2;0;0;2;False;False;2. Bundesliga
20371;1977;1978;12;Saturday;;;OSC Bremerhaven;Alemannia Aachen;2:1;0:0;2;1;0;0;0;2;False;False;2. Bundesliga
